Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_SN_ANTIDOTE,,Antidote,解毒剤,Gegengift,Antidote,Antídoto,Antídoto,Противоядие,Antidoto,解毒劑,解毒剂,해독제,Antidotum,Протиотрута,Tegengif,Panzehir
L_SD_ANTIDOTE,,"The duration of your creatures' debuffs is reduced by 1 turn, and they recover a small amount of {STAT_health} for each debuff.",味方のクリーチャーのデバフの持続時間が1ターン減少し、デバフごとに少量の{STAT_health}を回復します。,"Die Dauer der Debuffs deiner Kreaturen wird um 1 Zug reduziert, und sie regenerieren eine kleine Menge {STAT_health} für jeden Debuff.","La durée des affaiblissements de vos créatures est réduite de 1 tour, et elles récupèrent une petite quantité de {STAT_health} pour chaque affaiblissement.","La duración de los perjuicios de tus criaturas se reduce en 1 turno, y recuperan una pequeña cantidad de {STAT_health} por cada perjuicio.","A duração dos debuffs das suas criaturas é reduzida em 1 turno, e elas recuperam uma pequena quantidade de {STAT_health} para cada debuff.","Длительность дебаффов ваших существ уменьшается на 1 ход, и они восстанавливают небольшое количество {STAT_health} за каждый дебафф.","La durata dei debuff delle tue creature è ridotta di 1 turno, e recuperano una piccola quantità di {STAT_health} per ogni debuff.",你的生物的減益效果持續時間減少1回合，且每有一個減益效果，牠們會恢復少量{STAT_health}。,你的生物的减益持续时间减少1回合，并且每有一个减益，它们就恢复少量{STAT_health}。,"당신의 생물들의 디버프 지속 시간이 1턴 감소하고, 각 디버프마다 소량의 {STAT_health}를 회복합니다.","Czas trwania osłabień twoich stworzeń jest skrócony o 1 turę, a one odzyskują niewielką ilość {STAT_health} za każde osłabienie.","Тривалість дебафів ваших істот зменшується на 1 хід, і вони відновлюють невелику кількість {STAT_health} за кожен дебаф.","De duur van de verzwakkingen van je wezens wordt met 1 beurt verminderd, en ze herstellen een kleine hoeveelheid {STAT_health} voor elke verzwakking.",Yaratıklarının zayıflatıcı etkilerinin süresi 1 tur azalır ve her zayıflatıcı etki için az miktarda {STAT_health} kazanırlar.
L_SN_ARCANEENCHANTMENT,,Arcane Enchantment,魔法の付与,Arkane Verzauberung,Enchantement Arcanique,Encantamiento Arcano,Encantamento Arcano,Чародейское зачарование,Incantamento Arcano,奧術附魔,奥术附魔,비전 마법부여,Magiczne Zaklęcie,Чаклунське Зачарування,Arcane Betovering,Büyülü Büyü
L_SD_ARCANEENCHANTMENT,,Target gains {CONDNAME_BUFF_WARD} and {CONDNAME_BUFF_PROTECT}.,対象は{CONDNAME_BUFF_WARD}と{CONDNAME_BUFF_PROTECT}を獲得する。,Ziel erhält {CONDNAME_BUFF_WARD} und {CONDNAME_BUFF_PROTECT}.,La cible gagne {CONDNAME_BUFF_WARD} et {CONDNAME_BUFF_PROTECT}.,El objetivo obtiene {CONDNAME_BUFF_WARD} y {CONDNAME_BUFF_PROTECT}.,Alvo ganha {CONDNAME_BUFF_WARD} e {CONDNAME_BUFF_PROTECT}.,Цель получает {CONDNAME_BUFF_WARD} и {CONDNAME_BUFF_PROTECT}.,Il bersaglio ottiene {CONDNAME_BUFF_WARD} e {CONDNAME_BUFF_PROTECT}.,目標獲得{CONDNAME_BUFF_WARD}和{CONDNAME_BUFF_PROTECT}。,目标获得{CONDNAME_BUFF_WARD}和{CONDNAME_BUFF_PROTECT}。,대상이 {CONDNAME_BUFF_WARD}와(과) {CONDNAME_BUFF_PROTECT}를 얻습니다.,Cel zyskuje {CONDNAME_BUFF_WARD} i {CONDNAME_BUFF_PROTECT}.,Ціль отримує {CONDNAME_BUFF_WARD} та {CONDNAME_BUFF_PROTECT}.,Doelwit krijgt {CONDNAME_BUFF_WARD} en {CONDNAME_BUFF_PROTECT}.,Hedef {CONDNAME_BUFF_WARD} ve {CONDNAME_BUFF_PROTECT} kazanır.
L_SN_WEB,,Web,ウェブ,Netz,Toile,Web,Teia,Сеть,Web,網頁,网,웹,Sieć,Павутина,Web,Web
L_SD_WEB,,Target is afflicted with {CONDNAME_DEBUFF_SNARED}.,ターゲットは{CONDNAME_DEBUFF_SNARED}の影響を受けている。,Ziel ist von {CONDNAME_DEBUFF_SNARED} betroffen.,La cible est affligée de {CONDNAME_DEBUFF_SNARED}.,El objetivo es afligido con {CONDNAME_DEBUFF_SNARED}.,Alvo é afligido com {CONDNAME_DEBUFF_SNARED}.,Цель поражена {CONDNAME_DEBUFF_SNARED}.,Il bersaglio è afflitto da {CONDNAME_DEBUFF_SNARED}.,目標受到了{CONDNAME_DEBUFF_SNARED}的影響。,目标被施加{CONDNAME_DEBUFF_SNARED}。,대상이 {CONDNAME_DEBUFF_SNARED}에 걸렸습니다.,Cel jest dotknięty {CONDNAME_DEBUFF_SNARED}.,Ціль вражена {CONDNAME_DEBUFF_SNARED}.,Doelwit is getroffen door {CONDNAME_DEBUFF_SNARED}.,Hedef {CONDNAME_DEBUFF_SNARED} ile etkilendi.
L_SN_BLASTARPUNCH,,Blastar Punch,ブラスターパンチ,Blastar-Schlag,Poing Blastar,Puñetazo Blastar,Soco Blastar,Удар Бластара,Pugno Blastar,爆裂重拳,爆裂拳,블래스터 펀치,Cios Blastara,Удар Бластара,Blastar Vuist,Blastar Yumruğu
L_SD_BLASTARPUNCH,,Target takes a large amount of damage and is afflicted with {CONDNAME_DEBUFF_SCORN}.,ターゲットは大ダメージを受け、{CONDNAME_DEBUFF_SCORN}の状態異常になる。,Ziel erleidet großen Schaden und wird mit {CONDNAME_DEBUFF_SCORN} belegt.,La cible subit une grande quantité de dégâts et est affligée de {CONDNAME_DEBUFF_SCORN}.,El objetivo recibe una gran cantidad de daño y es afligido con {CONDNAME_DEBUFF_SCORN}.,O alvo sofre uma grande quantidade de dano e é afligido com {CONDNAME_DEBUFF_SCORN}.,Цель получает большой урон и поражается {CONDNAME_DEBUFF_SCORN}.,Il bersaglio subisce una grande quantità di danni e viene afflitto da {CONDNAME_DEBUFF_SCORN}.,目標受到大量傷害並陷入{CONDNAME_DEBUFF_SCORN}狀態。,目标受到大量伤害并被施加{CONDNAME_DEBUFF_SCORN}。,대상은 큰 피해를 입고 {CONDNAME_DEBUFF_SCORN} 상태에 걸립니다.,Cel otrzymuje dużą ilość obrażeń i zostaje dotknięty {CONDNAME_DEBUFF_SCORN}.,Ціль отримує велику кількість пошкоджень та вражається {CONDNAME_DEBUFF_SCORN}.,Doelwit neemt een grote hoeveelheid schade en wordt getroffen door {CONDNAME_DEBUFF_SCORN}.,Hedef büyük miktarda hasar alır ve {CONDNAME_DEBUFF_SCORN} etkisine maruz kalır.
L_SN_WINDENCHANTMENT,,Wind Enchantment,風の魔法強化,Windzauber,Enchantement de Vent,Encantamiento de Viento,Encantamento de Vento,Зачарование ветром,Incantesimo del Vento,風之附魔,风之附魔,바람 마법부여,Zaklęcie Wiatru,Зачарування вітром,Windbezieling,Rüzgar Büyüsü
L_SD_WINDENCHANTMENT,,"Target gains {CONDNAME_BUFF_AGILE}, and a large amount of {STAT_speed}.",対象は{CONDNAME_BUFF_AGILE}と大量の{STAT_speed}を獲得する。,Ziel erhält {CONDNAME_BUFF_AGILE} und eine große Menge an {STAT_speed}.,"La cible gagne {CONDNAME_BUFF_AGILE}, et une grande quantité de {STAT_speed}.",El objetivo obtiene {CONDNAME_BUFF_AGILE} y una gran cantidad de {STAT_speed}.,Alvo ganha {CONDNAME_BUFF_AGILE} e uma grande quantidade de {STAT_speed}.,Цель получает {CONDNAME_BUFF_AGILE} и значительное количество {STAT_speed}.,Il bersaglio ottiene {CONDNAME_BUFF_AGILE} e una grande quantità di {STAT_speed}.,目標獲得{CONDNAME_BUFF_AGILE}，以及大量{STAT_speed}。,目标获得{CONDNAME_BUFF_AGILE}，以及大量{STAT_speed}。,"대상은 {CONDNAME_BUFF_AGILE}을(를) 얻고, 많은 양의 {STAT_speed}을(를) 획득합니다.",Cel zyskuje {CONDNAME_BUFF_AGILE} oraz dużą ilość {STAT_speed}.,Ціль отримує {CONDNAME_BUFF_AGILE} та значну кількість {STAT_speed}.,"Doelwit krijgt {CONDNAME_BUFF_AGILE}, en een grote hoeveelheid {STAT_speed}.",Hedef {CONDNAME_BUFF_AGILE} ve büyük miktarda {STAT_speed} kazanır.
L_SN_BLISTERINGRADIANCE,,Blistering Radiance,灼熱の輝き,Gleißende Ausstrahlung,Éclat Brûlant,Resplandor Abrasador,Radiância Abrasadora,Обжигающее Сияние,Fulgore Bruciante,灼熱光輝,灼热辉光,작열하는 광휘,Piekący Blask,Пекуче Сяйво,Verzengende Uitstraling,Yakıcı Parıltı
L_SD_BLISTERINGRADIANCE,,Enemies take a large amount of damage and are afflicted with {CONDNAME_DEBUFF_SCORN}.,敵は大量のダメージを受け、{CONDNAME_DEBUFF_SCORN}の状態異常になる。,Feinde erleiden eine große Menge Schaden und werden mit {CONDNAME_DEBUFF_SCORN} belegt.,Les ennemis subissent une grande quantité de dégâts et sont affligés par {CONDNAME_DEBUFF_SCORN}.,Los enemigos reciben una gran cantidad de daño y son afligidos con {CONDNAME_DEBUFF_SCORN}.,Inimigos recebem uma grande quantidade de dano e são afligidos com {CONDNAME_DEBUFF_SCORN}.,Враги получают большой урон и поражаются {CONDNAME_DEBUFF_SCORN}.,I nemici subiscono una grande quantità di danni e vengono afflitti da {CONDNAME_DEBUFF_SCORN}.,敵人受到大量傷害，並被施加{CONDNAME_DEBUFF_SCORN}狀態。,敌人受到大量伤害并被施加{CONDNAME_DEBUFF_SCORN}。,적들은 큰 피해를 입고 {CONDNAME_DEBUFF_SCORN} 상태에 걸립니다.,Wrogowie otrzymują dużą ilość obrażeń i zostają dotknięci {CONDNAME_DEBUFF_SCORN}.,Вороги отримують велику кількість пошкоджень і вражаються {CONDNAME_DEBUFF_SCORN}.,Vijanden nemen een grote hoeveelheid schade en worden getroffen door {CONDNAME_DEBUFF_SCORN}.,Düşmanlar büyük miktarda hasar alır ve {CONDNAME_DEBUFF_SCORN} etkisine maruz kalır.
L_SN_BLOODSHIELD,,Blood Shield,ブラッドシールド,Blutschild,Bouclier de Sang,Escudo de Sangre,Escudo de Sangue,Кровавый Щит,Scudo di Sangue,血盾,血盾,피의 방패,Krwawa Tarcza,Кривавий Щит,Bloedschild,Kan Kalkanı
L_SD_BLOODSHIELD,,Target takes a large amount of damage and gains 200% of the damage taken as a {CONDNAME_BUFF_BARRIER}.,ターゲットは大量のダメージを受け、受けたダメージの200%を{CONDNAME_BUFF_BARRIER}として獲得する。,Ziel erleidet großen Schaden und erhält 200% des erlittenen Schadens als {CONDNAME_BUFF_BARRIER}.,La cible subit une grande quantité de dégâts et gagne 200% des dégâts subis sous forme de {CONDNAME_BUFF_BARRIER}.,El objetivo recibe una gran cantidad de daño y obtiene el 200% del daño recibido como {CONDNAME_BUFF_BARRIER}.,O alvo recebe uma grande quantidade de dano e ganha 200% do dano recebido como uma {CONDNAME_BUFF_BARRIER}.,Цель получает большой урон и получает 200% от полученного урона в виде {CONDNAME_BUFF_BARRIER}.,Il bersaglio subisce una grande quantità di danni e ottiene il 200% dei danni subiti come {CONDNAME_BUFF_BARRIER}.,目標受到大量傷害，並獲得所受傷害200%的{CONDNAME_BUFF_BARRIER}。,目标受到大量伤害，并获得所受伤害量200%的{CONDNAME_BUFF_BARRIER}。,대상은 큰 피해를 입고 입은 피해의 200%를 {CONDNAME_BUFF_BARRIER}로 획득합니다.,Cel otrzymuje dużą ilość obrażeń i zyskuje 200% otrzymanych obrażeń jako {CONDNAME_BUFF_BARRIER}.,Ціль отримує велику кількість пошкоджень і отримує 200% від отриманих пошкоджень як {CONDNAME_BUFF_BARRIER}.,Doelwit neemt een grote hoeveelheid schade en krijgt 200% van de opgelopen schade als een {CONDNAME_BUFF_BARRIER}.,Hedef büyük miktarda hasar alır ve aldığı hasarın %200'ünü {CONDNAME_BUFF_BARRIER} olarak kazanır.
L_SN_BLUR,,Blur,ぼかし,Unschärfe,Flou,Difuminar,Borrão,Размытие,Sfocatura,模糊,模糊,흐림,Rozmycie,Розмиття,Vervagen,Bulanıklaştır
L_SD_BLUR,,Your creatures gain a moderate amount of {STAT_speed}.,味方の生物は適度な量の{STAT_speed}を獲得する。,Deine Kreaturen erhalten eine moderate Menge an {STAT_speed}.,Vos créatures gagnent une quantité modérée de {STAT_speed}.,Tus criaturas ganan una cantidad moderada de {STAT_speed}.,Suas criaturas ganham uma quantidade moderada de {STAT_speed}.,Ваши существа получают умеренное количество {STAT_speed}.,Le tue creature ottengono una quantità moderata di {STAT_speed}.,你的生物獲得適量的{STAT_speed}。,你的生物获得中量{STAT_speed}。,당신의 생물들이 적당한 양의 {STAT_speed}을(를) 획득합니다.,Twoje stworzenia zyskują umiarkowaną ilość {STAT_speed}.,Ваші істоти отримують помірну кількість {STAT_speed}.,Je wezens krijgen een gemiddelde hoeveelheid {STAT_speed}.,Yaratıkların orta miktarda {STAT_speed} kazanır.
L_SN_BONEARMOR,,Bone Armor,骨の鎧,Knochenrüstung,Armure d'os,Armadura de Hueso,Armadura de Ossos,Костяная броня,Armatura d'Ossa,骨甲,骨头护甲,뼈 갑옷,Zbroja z Kości,Кістяна броня,Beenharnas,Kemik Zırh
L_SD_BONEARMOR,,Target gains a large amount of {STAT_defense} and {STAT_speed}.,対象は大量の{STAT_defense}と{STAT_speed}を獲得する。,Ziel erhält eine große Menge an {STAT_defense} und {STAT_speed}.,La cible gagne une grande quantité de {STAT_defense} et de {STAT_speed}.,El objetivo gana una gran cantidad de {STAT_defense} y {STAT_speed}.,Alvo ganha uma grande quantidade de {STAT_defense} e {STAT_speed}.,Цель получает значительное количество {STAT_defense} и {STAT_speed}.,Il bersaglio ottiene una grande quantità di {STAT_defense} e {STAT_speed}.,目標獲得大量的{STAT_defense}和{STAT_speed}。,目标获得大量{STAT_defense}和{STAT_speed}。,대상은 많은 양의 {STAT_defense}와(과) {STAT_speed}를 획득합니다.,Cel zyskuje dużą ilość {STAT_defense} i {STAT_speed}.,Ціль отримує велику кількість {STAT_defense} та {STAT_speed}.,Doelwit krijgt een grote hoeveelheid {STAT_defense} en {STAT_speed}.,Hedef büyük miktarda {STAT_defense} ve {STAT_speed} kazanır.
L_SN_BREATHOFLIFE,,Breath of Life,命の息吹,Atem des Lebens,Souffle de Vie,Aliento de Vida,Sopro da Vida,Дыхание Жизни,Soffio Vitale,生命之息,生命之息,생명의 숨결,Oddech Życia,Подих Життя,Adem van Leven,Yaşam Nefesi
L_SD_BREATHOFLIFE,,"Target recovers a massive amount of {STAT_health}, or is resurrected if it's dead.",対象は大量の{STAT_health}を回復するか、死亡している場合は復活する。,"Ziel erhält eine massive Menge an {STAT_health} zurück oder wird wiederbelebt, wenn es tot ist.","La cible récupère une quantité massive de {STAT_health}, ou est ressuscitée si elle est morte.","El objetivo recupera una cantidad masiva de {STAT_health}, o es resucitado si está muerto.","O alvo recupera uma quantidade massiva de {STAT_health}, ou é ressuscitado se estiver morto.","Цель восстанавливает огромное количество {STAT_health} или воскрешается, если мертва.","Il bersaglio recupera una quantità massiccia di {STAT_health}, o viene resuscitato se è morto.",目標恢復大量{STAT_health}，或者如果已死亡則會復活。,目标恢复大量{STAT_health}，如果目标已死亡则复活目标。,"대상은 엄청난 양의 {STAT_health}를 회복하거나, 사망한 경우 부활합니다.","Cel odzyskuje ogromną ilość {STAT_health} lub zostaje wskrzeszony, jeśli jest martwy.","Ціль відновлює величезну кількість {STAT_health}, або воскресає, якщо мертва.","Doelwit herstelt een enorme hoeveelheid {STAT_health}, of wordt tot leven gewekt als het dood is.","Hedef, büyük miktarda {STAT_health} kazanır veya ölüyse diriltilir."
L_SN_CHAINLIGHTNING,,Chain Lightning,チェインライトニング,Kettenblitz,Chaîne d'éclairs,Relámpago en Cadena,Relâmpago em Cadeia,Цепная молния,Catena di Fulmini,連鎖閃電,连锁闪电,연쇄 번개,Łańcuch Błyskawic,Ланцюгова блискавка,Kettingbliksem,Zincir Yıldırım
L_SD_CHAINLIGHTNING,,"Deals a large amount of damage to the target, then bounces to each of the target's allies at random. The damage is reduced by 15% for each bounce.",対象に大ダメージを与え、その後ランダムに対象の味方へと跳ね返る。跳ね返るごとにダメージは15％減少する。,Fügt dem Ziel großen Schaden zu und springt dann zufällig auf jeden Verbündeten des Ziels über. Der Schaden wird bei jedem Sprung um 15% reduziert.,"Inflige une grande quantité de dégâts à la cible, puis rebondit aléatoirement sur chacun des alliés de la cible. Les dégâts sont réduits de 15% à chaque rebond.","Inflige una gran cantidad de daño al objetivo, luego rebota a cada uno de los aliados del objetivo al azar. El daño se reduce en un 15% con cada rebote.","Causa uma grande quantidade de dano ao alvo, depois ricocheteia para cada um dos aliados do alvo aleatoriamente. O dano é reduzido em 15% a cada ricochete.","Наносит большой урон цели, затем отскакивает на каждого из союзников цели случайным образом. Урон уменьшается на 15% при каждом отскоке.","Infligge una grande quantità di danni al bersaglio, poi rimbalza casualmente su ciascuno degli alleati del bersaglio. Il danno viene ridotto del 15% per ogni rimbalzo.",對目標造成大量傷害，然後隨機彈跳至目標的每個盟友。每次彈跳傷害減少15%。,对目标造成大量伤害，然后随机弹射至目标的每个盟友。每次弹射伤害减少15%。,"대상에게 큰 피해를 입힌 후, 대상의 아군에게 무작위로 튕겨나갑니다. 튕길 때마다 피해량이 15% 감소합니다.","Zadaje dużą ilość obrażeń celowi, a następnie odbija się losowo do każdego z sojuszników celu. Obrażenia są zmniejszane o 15% przy każdym odbiciu.","Завдає великої шкоди цілі, потім відскакує до кожного із союзників цілі випадковим чином. Шкода зменшується на 15% з кожним відскоком.","Veroorzaakt een grote hoeveelheid schade aan het doelwit, en stuitert vervolgens willekeurig naar elk van de bondgenoten van het doelwit. De schade wordt met 15% verminderd bij elke stuit.","Hedefe büyük miktarda hasar verir, ardından hedefin müttefiklerine rastgele sıçrar. Hasar, her sıçramada %15 azalır."
L_SN_SPREADINGPLAGUE,,Spreading Plague,蔓延する疫病,Ausbreitende Seuche,Peste Propagatrice,Plaga Expansiva,Praga Disseminadora,Распространяющаяся Чума,Piaga Dilagante,蔓延瘟疫,蔓延瘟疫,확산하는 역병,Rozprzestrzeniająca się Plaga,Поширення Чуми,Verspreidende Plaag,Yayılan Veba
L_SD_SPREADINGPLAGUE,,Target's debuffs are removed and given to enemies at random.,対象のデバフが解除され、ランダムに敵へと移されます。,Debuffs des Ziels werden entfernt und zufällig auf Gegner verteilt.,Les débuffs de la cible sont supprimés et donnés aléatoirement aux ennemis.,Los perjuicios del objetivo son eliminados y otorgados a los enemigos al azar.,Os debuffs do alvo são removidos e aplicados a inimigos aleatoriamente.,Отрицательные эффекты цели снимаются и случайным образом передаются врагам.,I debuff del bersaglio vengono rimossi e assegnati casualmente ai nemici.,目標的減益效果被移除，並隨機施加給敵人。,目标的减益被移除并随机施加给敌人。,대상의 디버프가 제거되고 무작위로 적들에게 부여됩니다.,Negatywne efekty celu zostają usunięte i przekazane losowym wrogom.,Дебафи цілі знімаються та випадковим чином передаються ворогам.,Debuffs van het doelwit worden verwijderd en willekeurig aan vijanden gegeven.,Hedefin zayıflatıcı etkileri kaldırılır ve rastgele düşmanlara verilir.
L_SN_CHAOSBOLT,,Chaos Bolt,カオスボルト,Chaosblitz,Éclair de Chaos,Descarga de Caos,Seta do Caos,Стрела Хаоса,Dardo del Caos,混沌箭,混沌箭,혼돈의 화살,Pocisk Chaosu,Стріла Хаосу,Chaosschicht,Kaos Oku
