Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_SKIN_KRAYNAKS,,Kraynaks,クレイナクス,Kraynaks,Kraynaks,Kraynaks,Kraynaks,Крайнаки,Kraynaks,克雷納克斯,克雷纳克斯,크레이낙스,Kraynaki,Крайнаки,Kraynaks,Kraynaklar
L_SKIN_MYRTLE,,Myrtle,マートル,Myrtle,Myrtle,Myrtle,Myrtle,Миртл,Myrtle,默特爾,默特尔,머틀,Myrtle,Міртл,Myrtle,Myrtle
L_SKIN_QILA,,Qila,キラ,Qila,Qila,Qila,Qila,Кила,Qila,奇拉,奇拉,퀼라,Qila,Кіла,Qila,Qila
L_SKIN_RAMSES,,Ramses,ラムセス,Ramses,Ramsès,Ramses,Ramsés,Рамзес,Ramses,拉姆西斯,拉美西斯,람세스,Ramses,Рамзес,Ramses,Ramses
L_SKIN_SHADOWAXE,,Shadow Axe,シャドウアックス,Schattenklinge,Hache d'Ombre,Hacha de Sombra,Machado das Sombras,Теневой Топор,Ascia d'Ombra,暗影斧,暗影之斧,그림자 도끼,Cienisty Topór,Тіньова Сокира,Schaduwbijl,Gölge Balta
L_SKIN_SHADOWDAGGER,,Shadow Dagger,シャドウダガー,Schattendolch,Dague d'Ombre,Daga de Sombra,Adaga Sombria,Кинжал Тени,Pugnale d'Ombra,暗影匕首,暗影之刺,그림자 단검,Sztylet Cienia,Тіньовий кинджал,Schaduwdolk,Gölge Hançeri
L_SKIN_SHADOWHANDLEFT,,Shadow Hand (Left),シャドウハンド（左）,Schattenhand (Links),Main d'Ombre (Gauche),Mano Sombría (Izquierda),Mão das Sombras (Esquerda),Теневая Рука (Левая),Mano d'Ombra (Sinistra),暗影之手（左）,暗影之握（左）,그림자 손(왼쪽),Ręka Cienia (Lewa),Тіньова Рука (Ліва),Schaduwhand (Links),Gölge Eli (Sol)
L_SKIN_SHADOWMONARCH,,Shadow Monarch,シャドウモナーク,Schattenmonarch,Monarque des Ombres,Monarca de las Sombras,Monarca das Sombras,Монарх Теней,Monarca dell'Ombra,暗影君王,暗影君主,그림자 군주,Monarcha Cieni,Монарх Тіней,Schaduwmonarch,Gölge Hükümdar
L_SKIN_SHADOWSKULL,,Shadow Skull,シャドウスカル,Schattenschädel,Crâne d'Ombre,Cráneo Sombrío,Crânio Sombrio,Теневой Череп,Teschio d'Ombra,暗影骷髏,暗影之颅,그림자 해골,Czaszka Cienia,Тіньовий Череп,Schaduwschedel,Gölge Kafatası
L_SKIN_SPOONOR,,Spoonor,スプーナー,Spoonor,Spoonor,Spoonor,Spoonor,Спунор,Spoonor,湯匙人,斯普诺,스푸너,Spoonor,Спунор,Spoonor,Spoonor
L_SKIN_TELLUR,,Tellur,テルル,Tellur,Tellur,Tellur,Tellur,Теллур,Tellur,泰勒爾,泰勒,텔루르,Tellur,Теллур,Tellur,Tellur
L_SKIN_VITJA,,Vitja,ヴィチャ,Vitja,Vitja,Vitja,Vitja,Витя,Vitja,維佳,维佳,비차,Vitja,Вітя,Vitja,Vitja
L_SKIN_VLORA,,Vlora,ヴローラ,Vlora,Vlora,Vlora,Vlora,Влора,Vlora,芙蘿拉,薇洛拉,블로라,Vlora,Влора,Vlora,Vlora
L_SKIN_TOXICITY,,Toxicity,毒性,Toxizität,Toxicité,Toxicidad,Toxicidade,Токсичность,Tossicità,毒性,剧毒,독성,Toksyczność,Токсичність,Giftigheid,Zehirlilik
L_SKIN_GUARDIANOFHELL,,Guardian of Hell,地獄の守護者,Wächter der Hölle,Gardien des Enfers,Guardián del Infierno,Guardião do Inferno,Страж Ада,Guardiano dell'Inferno,地獄守護者,地狱守护者,지옥의 수호자,Strażnik Piekieł,Страж Пекла,Bewaker van de Hel,Cehennem Muhafızı
L_SKIN_FEMININEDEVIL,,Feminine Devil,フェミニン・デビル,Weiblicher Teufel,Diablesse,Diablesa,Diabo Feminino,Дьяволица,Diavolo Femminile,魅惡魔,雌性魔鬼,여성적인 악마,Diabelska Kobieta,Диявольська Жінка,Vrouwelijke Duivel,Dişi Şeytan
L_SKIN_OVERKILL,,Overkill,オーバーキル,Übertötung,Massacre,Daño excesivo,Dano Excessivo,Сверхубийство,Colpo Letale,過量殺傷,赶尽杀绝,오버킬,Nadmierne zabicie,Перевищення шкоди,Overkill,Aşırı Öldürme
L_SKIN_KRAKEN,,Kraken,クラーケン,Kraken,Kraken,Kraken,Kraken,Кракен,Kraken,克拉肯,克拉肯,크라켄,Kraken,Кракен,Kraken,Kraken
L_SKIN_NEVERMORE,,Nevermore,ネバーモア,Nimmermehr,Jamais plus,Nunca más,Nunca Mais,Никогда больше,Nevermore,永無止境,永不复焉,네버모어,Nigdymore,Ніколи більше,Nimmermeer,Asla
L_SKIN_HELLLORD,,Hell Lord,冥府の主,Höllenfürst,Seigneur des Enfers,Señor del Infierno,Senhor do Inferno,Повелитель Ада,Signore dell'Inferno,地獄領主,地狱领主,지옥 군주,Władca Piekieł,Володар Пекла,Helvorst,Cehennem Lordu
L_SKIN_REDONI,,Red Oni,赤鬼,Roter Oni,Oni Rouge,Oni Rojo,Oni Vermelho,Красный Они,Oni Rosso,赤鬼,赤鬼,붉은 오니,Czerwony Oni,Червоний Оні,Rode Oni,Kızıl Oni
L_SKIN_VOIDDEVIL,,Void Devil,ヴォイド・デビル,Leerer Teufel,Démon du Néant,Diablo del Vacío,Demônio do Vazio,Пустотный Дьявол,Diavolo del Vuoto,虛空惡魔,虚空魔鬼,공허의 악마,Pustynny Diabeł,Порожнинний Диявол,Leegtedemon,Boşluk Şeytanı
L_SKIN_CEASELESSGLADIATOR,,Ceaseless Gladiator,不屈の剣闘士,Unermüdlicher Gladiator,Gladiateur Incessant,Gladiador Incesante,Gladiador Incessante,Неустанный Гладиатор,Gladiatore Incessante,不懈鬥士,不息角斗士,끝없는 검투사,Nieustępliwy Gladiator,Невпинний Гладіатор,Onophoudelijke Gladiator,Durmaksızın Gladyatör
L_SKIN_SCYLLA,,Scylla,シラ,Scylla,Scylla,Escila,Cila,Сцилла,Scilla,席拉,斯库拉,스킬라,Scylla,Сцилла,Scylla,Scylla
L_SKIN_CHROMACHAOS,,Chroma (Chaos),クローマ（カオス）,Chroma (Chaos),Chroma (Chaos),Croma (Caos),Chroma (Caos),Хрома (Хаос),Chroma (Caos),色度（混沌）,变色灵（混沌）,크로마 (혼돈),Chroma (Chaos),Хрома (Хаос),Chroma (Chaos),Kroma (Kaos)
L_SKIN_CHROMADEATH,,Chroma (Death),クロマ（死）,Chroma (Tod),Chroma (Mort),Croma (Muerte),Croma (Morte),Хрома (Смерть),Chroma (Morte),色度（死亡）,变色灵（死亡）,크로마 (죽음),Chroma (Śmierć),Хрома (Смерть),Chroma (Dood),Kroma (Ölüm)
L_SKIN_CHROMALIFE,,Chroma (Life),クロマ（ライフ）,Chroma (Leben),Chroma (Vie),Croma (Vida),Chroma (Vida),Хрома (Жизнь),Chroma (Vita),色彩（生命）,变色灵（生命）,크로마 (생명),Chroma (Życie),Хрома (Життя),Chroma (Leven),Kroma (Yaşam)
L_SKIN_CHROMANATURE,,Chroma (Nature),クロマ（自然）,Chroma (Natur),Chroma (Nature),Croma (Naturaleza),Croma (Natureza),Хрома (Природа),Chroma (Natura),色彩（自然）,变色灵（自然）,크로마 (자연),Chroma (Natura),Хрома (Природа),Chroma (Natuur),Kroma (Doğa)
L_SKIN_CHROMASORCERY,,Chroma (Sorcery),クロマ（魔術）,Chroma (Zauberei),Chroma (Sorcellerie),Croma (Hechicería),Croma (Feitiçaria),Хрома (Колдовство),Chroma (Stregoneria),色譜（魔法）,变色灵（巫术）,크로마 (마법),Chroma (Czarodziejstwo),Хрома (Чаклунство),Chroma (Toverkunst),Kroma (Büyücülük)
L_SKIN_FLUBRISGREEN,,Flubris (Green),フルブリス（緑）,Flubris (Grün),Flubris (Vert),Flubris (Verde),Flubris (Verde),Флубрис (Зеленый),Flubris (Verde),福布里斯（綠）,弗鲁碧里斯,플루브리스 (초록),Flubris (Zielony),Флубріс (Зелений),Flubris (Groen),Flubris (Yeşil)
L_SKIN_FLUBRISPURPLE,,Flubris (Purple),フルブリス（紫）,Flubris (Lila),Flubris (Violet),Flubris (Púrpura),Flubris (Roxo),Флубрис (Фиолетовый),Flubris (Viola),芙露布莉絲（紫色）,弗鲁布里紫,플루브리스 (보라색),Flubris (Fioletowy),Флубріс (Фіолетовий),Flubris (Paars),Flubris (Mor)
L_SKIN_FLUBRISBLUE,,Flubris (Blue),フルブリス（青）,Flubris (Blau),Flubris (Bleu),Flubris (Azul),Flubris (Azul),Флубрис (Синий),Flubris (Blu),芙露布莉絲（藍）,弗蓝布里斯,플루브리스 (파랑),Flubris (Niebieski),Флубріс (Синій),Flubris (Blauw),Flubris (Mavi)
L_SKIN_KINGANDRICK,,King Andrick,キング・アンドリック,König Andrick,Roi Andrick,Rey Andrick,Rei Andrick,Король Андрик,Re Andrick,安德里克國王,国王安德里克,앤드릭 왕,Król Andrick,Король Андрік,Koning Andrick,Kral Andrick
L_SKIN_MEDIERRA,,Medierra,メディエラ,Medierra,Medierra,Medierra,Medierra,Медиерра,Medierra,梅迪拉,梅蒂拉,메디에라,Medierra,Медієрра,Medierra,Medierra
L_SKIN_MISERY,,Misery,悲惨,Elend,Misère,Miseria,Miséria,Страдание,Miseria,悲慘,苦痛,비참,Udręka,Страждання,Ellende,Sefalet
L_SKIN_NERLYX,,Nerlyx,ネリクス,Nerlyx,Nerlyx,Nerlyx,Nerlyx,Нерликс,Nerlyx,奈利克斯,奈利克斯,넬릭스,Nerlyx,Нерлікс,Nerlyx,Nerlyx
L_SKIN_NOETHERIAN,,Noetherian,ノエセリアン,Noetherian,Noetherian,Noeteriano,Noetheriano,Ноэтеров,Noetheriano,諾特理安,诺特,노에테리안,Noetherian,Нетерівський,Noetheriaans,Noetherian
L_SKIN_PHOBOS,,Phobos,フォボス,Phobos,Phobos,Phobos,Phobos,Фобос,Phobos,福波斯,福波斯,포보스,Fobos,Фобос,Phobos,Phobos
L_SKIN_SAREA,,Sarea,サレア,Sarea,Sarea,Sarea,Sarea,Сарея,Sarea,薩瑞亞,萨瑞娅,사레아,Sarea,Сарея,Sarea,Sarea
L_SKIN_CHARYBDIS,,Charybdis,カリュブディス,Charybdis,Charybde,Caribdis,Caríbdis,Харибда,Cariddi,卡律布狄斯,卡律布狄斯,카립디스,Charybdis,Харібда,Charybdis,Charybdis
L_SKIN_SHACKLER,,Shackler,シャックラー,Fessler,Entraveur,Encadenador,Agrilhoador,Оковщик,Incatenatore,束縛者,束缚者,구속자,Zakuwacz,Поневолювач,Ketener,Zincirleyici
L_SKIN_ULTIMATEUNGUIDED,,Ultimate Unguided,アルティメット・アンガイデッド,Ultimativ Ungeführt,Ultime Sans Guide,Definitivo Sin Guía,Supremo Sem Guia,Абсолютно Неуправляемый,Supremo Non Guidato,終極無引導,终极放逐者,궁극의 무지도,Ostateczny Nieprowadzony,Найвища Некерована,Ultieme Ongeleide,Nihai Rehbersiz
L_SKIN_ZENPANG,,Zenpang,ゼンパング,Zenpang,Zenpang,Zenpang,Zenpang,Зенпанг,Zenpang,禪胖,禅庞,젠팡,Zenpang,Зенпанг,Zenpang,Zenpang
L_SKIN_STEELHOUND,,Steel Hound,スティールハウンド,Stahlhund,Molosse d'Acier,Sabueso de Acero,Cão de Aço,Стальной Пёс,Segugio d'Acciaio,鋼鐵獵犬,钢铁猎犬,강철 사냥개,Stalowy Ogar,Сталевий Гончак,Stalen Jachthond,Çelik Tazı
L_SKIN_BARGHEST,,Barghest,バーゲスト,Barghest,Barghest,Barghest,Barghest,Баргест,Barghest,巴吉斯特,犬魔,바게스트,Barghest,Баргест,Barghest,Barghest
L_SKIN_SAIA,,Saia,サイア,Saia,Saia,Saia,Sair,Сайя,Saia,薩伊亞,萨亚,사이아,Saia,Сайя,Saia,Saia
L_SKIN_MAGICIAN,,Magician,魔術師,Magier,Magicien,Mago,Mago,Маг,Mago,魔法師,魔术师,마법사,Mag,Маг,Magiër,Büyücü
L_SKIN_FUZZYWORM,,Fuzzy Worm,ふわふわワーム,Flauschiger Wurm,Ver Duveteux,Gusano Peludo,Verme Peludo,Пушистый Червь,Verme Peloso,毛毛蟲,长毛蠕虫,보송보송 벌레,Puszysty Robak,Пухнастий Черв'як,Pluizige Worm,Tüylü Solucan
L_SKIN_UNRAVELED,,Unraveled,ほどけた,Entfesselt,Démêlé,Desentrañado,Desvendado,Распутанный,Svelato,解開的,解脱者,풀어진,Rozplątane,Розплутано,Ontrafeld,Çözülmüş
L_SKIN_FLY,,Fly,飛ぶ,Fliegen,Voler,Volar,Voar,Лететь,Volare,飛行,苍蝇,날아오르기,Latać,Літати,Vlieg,Uç
L_SKIN_NIGHTMARE,,Nightmare,ナイトメア,Albtraum,Cauchemar,Pesadilla,Pesadelo,Кошмар,Incubo,夢魘,噩梦,악몽,Koszmar,Кошмар,Nachtmerrie,Kabus
L_SKIN_PHANTASM,,Phantasm,ファンタズム,Phantasma,Fantasme,Fantasma,Fantasma,Фантазм,Fantasma,幻影,幻影,환영,Fantazmat,Фантазм,Fantoom,Hayalet
L_SKIN_DEATHOFKINGS,,Death of Kings,王の死,Tod der Könige,Mort des Rois,Muerte de Reyes,Morte dos Reis,Смерть Королей,Morte dei Re,王者之死,诸王黄昏,왕들의 죽음,Śmierć Królów,Смерть Королів,Dood van Koningen,Kralların Ölümü
L_SKIN_INIQUITOUSINCARNATE,,Iniquitous Incarnate,邪悪の化身,Bösartige Inkarnation,Incarnation Inique,Encarnación Inicua,Encarnação Iníqua,Воплощение Беззакония,Incarnazione Iniqua,邪惡化身,邪恶化身,사악한 화신,Wcielenie Nieprawości,Втілене Беззаконня,Onheilige Vleesgeworden,Kötülük Cisimleşmesi
L_SKIN_TRUETHYLACINE,,True Thylacine,真のフクロオオカミ,Echter Beutelwolf,Thylacine Véritable,Tilacino Verdadero,Tilacino Verdadeiro,Истинный Тилацин,Tilacino Vero,真袋狼,真正的袋狼,진정한 타일라신,Prawdziwy Tylakin,Справжній Тилацин,Tasmaanse Tijger,Gerçek Tilasın
L_SKIN_COLORIZED,,Colorized,カラー化された,Koloriert,Colorisé,Colorizado,Colorido,Цветной,Colorato,上色,着色,색상화,Kolorowy,Кольоровий,Gekleurd,Renklendirilmiş
L_SKIN_JUNGLESHADE,,Jungle Shade,ジャングルシェード,Dschungelschatten,Ombre de la Jungle,Sombra de la Jungla,Sombra da Selva,Тень Джунглей,Ombra della Giungla,叢林之影,丛林阴影,정글 그림자,Cień Dżungli,Тінь Джунглів,Jungleschaduw,Orman Gölgesi
L_SKIN_STORMSPIRIT,,Storm Spirit,嵐の精霊,Sturmgeist,Esprit de Tempête,Espíritu de Tormenta,Espírito da Tempestade,Дух Бури,Spirito della Tempesta,風暴之靈,风暴幽灵,폭풍의 영혼,Duch Burzy,Дух Бурі,Stormgeest,Fırtına Ruhu
L_SKIN_DARKWIZARD,,Dark Wizard,ダークウィザード,Dunkler Magier,Sorcier Noir,Mago Oscuro,Mago Negro,Тёмный Волшебник,Mago Oscuro,黑暗巫師,黑巫师,다크 위저드,Mroczny Czarodziej,Темний Чаклун,Duistere Tovenaar,Kara Büyücü
L_SKIN_ARMORED,,Armored,装甲,Gepanzert,Blindé,Blindado,Blindado,Бронированный,Corazzato,裝甲,装甲,방어구를 갖춘,Opancerzony,Броньований,Gepantserd,Zırhlı
L_SKIN_IMPERIOUSINCARNATE,,Imperious Incarnate,高慢なる化身,Hochmütiger Inkarnierter,Incarnation Impérieuse,Encarnación Imperiosa,Encarnação Imperiosa,Высокомерное Воплощение,Incarnazione Imperiosa,傲慢化身,傲临化身,오만한 화신,Wyniosłe Wcielenie,Величний Втілений,Hooghartige Incarnatie,Yüce Enkarne
L_SKIN_RAINBOW,,Rainbow,虹,Regenbogen,Arc-en-ciel,Arcoíris,Arco-íris,Радуга,Arcobaleno,彩虹,彩虹,무지개,Tęcza,Веселка,Regenboog,Gökkuşağı
L_SKIN_LIGHT,,Light,ライト,Licht,Lumière,Luz,Luz,Свет,Luce,光,光,빛,Światło,Світло,Licht,Işık
L_SKIN_MECHAHERO,,Mecha Hero,メカヒーロー,Mecha-Held,Héros Mecha,Héroe Mecha,Herói Mecha,Механический Герой,Eroe Mecha,機甲英雄,钢铁侠,메카 히어로,Bohater Mecha,Механічний Герой,Mecha Held,Mekanik Kahraman
L_SKIN_QUARTZ,,Quartz,クォーツ,Quarz,Quartz,Cuarzo,Quartzo,Кварц,Quarzo,石英,石英,쿼츠,Kwarc,Кварц,Kwarts,Kuartz
L_SKIN_HARLEQUIN,,Harlequin,ハーレクイン,Harlekin,Arlequin,Arlequín,Arlequim,Арлекин,Arlecchino,小丑,丑角,할리퀸,Arlekin,Арлекін,Harlekijn,Soytarı
L_SKIN_PHANTOM,,Phantom,ファントム,Phantom,Fantôme,Fantasma,Fantasma,Фантом,Fantasma,幻影,幻影,팬텀,Fantom,Фантом,Fantoom,Hayalet
L_SKIN_ICEFLANKER,,Iceflanker,アイスフランカー,Eisflanker,Glaceflanc,Flanqueador de Hielo,Flanqueador de Gelo,Ледокрыл,Fiancofreddo,冰翼龍,冰翼兽,얼음날개,Lodoskrzydły,Крижаний Фланкер,IJsflankeerder,Buzkıyıcı
L_SKIN_DEATHKNIGHT,,Death Knight,デスナイト,Todesritter,Chevalier de la Mort,Caballero de la Muerte,Cavaleiro da Morte,Рыцарь Смерти,Cavaliere della Morte,死亡騎士,死亡骑士,죽음의 기사,Rycerz Śmierci,Лицар Смерті,Doodsridder,Ölüm Şövalyesi
L_SKIN_STARSPIRIT,,Star Spirit,スターの精霊,Sternengeist,Esprit Stellaire,Espíritu Estelar,Espírito Estelar,Звёздный Дух,Spirito Stellare,星靈,星之幽灵,별의 정령,Gwiezdny Duch,Зоряний Дух,Sterrengeest,Yıldız Ruhu
L_SKIN_MUSHROOM,,Mushroom,キノコ,Pilz,Champignon,Hongo,Cogumelo,Гриб,Fungo,蘑菇,蘑菇,버섯,Grzyb,Гриб,Paddenstoel,Mantar
L_SKIN_MASCULINEDRYAD,,Masculine Dryad,男性ドライアド,Männliche Dryade,Dryade Masculine,Dríada Masculina,Dríade Masculino,Мужской Дриад,Driade Mascolina,陽性林妖,雄性树妖,남성 드라이어드,Męski Driad,Чоловічий Дріад,Mannelijke Dryade,Erkek Dryad
L_SKIN_WILDCAT,,Wildcat,ワイルドキャット,Wildkatze,Félin sauvage,Gato montés,Gato Selvagem,Дикая кошка,Gatto selvatico,野貓,野猫,살쾡이,Dziki Kot,Дикий кіт,Wilde kat,Yaban Kedisi
L_SKIN_FORESTFIRE,,Forest Fire,森林火災,Waldbrand,Feu de Forêt,Incendio Forestal,Incêndio Florestal,Лесной Пожар,Incendio Boschivo,森林大火,森林火灾,숲 화재,Pożar Lasu,Лісова Пожежа,Bosbrand,Orman Yangını
L_SKIN_LEAFY,,Leafy,リーフィ,Blättrig,Feuillu,Frondoso,Folhoso,Лиственный,Frondoso,葉子,茂盛,잎이 무성한,Liściasty,Листяний,Bladachtig,Yapraklı
L_SKIN_SAKURA,,Sakura,サクラ,Sakura,Sakura,Sakura,Sakura,Сакура,Sakura,櫻花,樱树,사쿠라,Sakura,Сакура,Sakura,Sakura
L_SKIN_FUNGUY,,Fun Guy,楽しい奴,Spaßvogel,Rigolo,Tipo Divertido,Cara Divertido,Весельчак,Tipo Divertente,趣味菇人,滑稽菇,재미있는 녀석,Zabawny Gość,Веселий Грибник,Leuke Kerel,Eğlenceli Adam
L_SKIN_FAIRY,,Fairy,フェアリー,Fee,Fée,Hada,Fada,Фея,Fata,精靈,仙子,요정,Wróżka,Фея,Fee,Peri
L_SKIN_WARLOCK,,Warlock,ウォーロック,Hexenmeister,Démoniste,Brujo,Bruxo,Чернокнижник,Stregone,術士,邪术师,흑마법사,Czarnoksiężnik,Чаклун,Heksenmeester,Büyücü
L_SKIN_UNMASKED,,Unmasked,正体露わし,Entlarvt,Démasqué,Desenmascarado,Desmascarado,Разоблачённый,Smascherato,揭露真相,无面具,정체 공개,Zdemaskowany,Викритий,Ontmaskerd,Maskesiz
L_SKIN_BOMBER,,Bomber,ボマー,Bomber,Bombardier,Bombardero,Bombardeiro,Бомбист,Bombardiere,轟炸手,轰炸手,폭탄병,Bombardier,Бомбардувальник,Bommenwerper,Bombacı
L_SKIN_SOUL,,Soul,ソウル,Seele,Âme,Alma,Alma,Душа,Anima,靈魂,灵魂,영혼,Dusza,Душа,Ziel,Ruh
L_SKIN_CYBERSPIDER,,Cyber Spider,サイバースパイダー,Cyber-Spinne,Araignée Cyber,Araña Cibernética,Aranha Cibernética,Кибер-паук,Ragno Cibernetico,電子蜘蛛,赛博蜘蛛,사이버 스파이더,Cyber Pająk,Кібер-павук,Cyber Spin,Siber Örümcek
L_SKIN_VOIDHUNTER,,Void Hunter,ヴォイドハンター,Leerejäger,Chasseur du Néant,Cazador del Vacío,Caçador do Vazio,Охотник Пустоты,Cacciatore del Vuoto,虛空獵人,虚空猎手,공허 사냥꾼,Łowca Pustki,Мисливець Порожнечі,Leegtejager,Boşluk Avcısı
L_SKIN_CRYSTALLINE,,Crystalline,クリスタリン,Kristallin,Cristallin,Cristalino,Cristalino,Кристаллический,Cristallino,晶石,结晶化,수정,Krystaliczny,Кристалічний,Kristallijn,Kristal
L_SKIN_PERMAFROST,,Permafrost,永久凍土,Permafrost,Permafrost,Permahielo,Permafrost,Вечная мерзлота,Permafrost,永凍層,永冻,영구동토,Wieczna zmarzlina,Вічна мерзлота,Permafrost,Kalıcı Buz
L_SKIN_RADIOACTIVE,,Radioactive,放射性,Radioaktiv,Radioactif,Radiactivo,Radioativo,Радиоактивный,Radioattivo,放射性,辐射化,방사능,Radioaktywny,Радіоактивний,Radioactief,Radyoaktif
L_SKIN_KAIJU,,Kaiju,カイジュウ,Kaiju,Kaiju,Kaiju,Kaiju,Кайдзю,Kaiju,怪獸,怪兽,괴수,Kaiju,Кайдзю,Kaiju,Kaiju
L_SKIN_FEMININESATYR,,Feminine Satyr,女性サテュロス,Weiblicher Satyr,Satyre Féminine,Sátiro Femenino,Sátira Feminina,Женщина-сатир,Satiro Femminile,雌性薩特,雌性萨堤尔,여성 사티로스,Satyrzyna,Жіноча Сатир,Vrouwelijke Satyr,Dişi Satir
L_SKIN_MEATGIANT,,Meat Giant,肉の巨人,Fleischriese,Géant de Viande,Gigante de Carne,Gigante de Carne,Мясной Гигант,Gigante di Carne,肉巨人,血肉巨人,고기 거인,Mięsny Gigant,М'ясний Гігант,Vleesgigant,Et Devi
L_SKIN_MONARCH,,Monarch,モナーク,Monarch,Monarque,Monarca,Monarca,Монарх,Monarca,君王,君主,군주,Monarcha,Монарх,Monarch,Hükümdar
L_SKIN_CULTIST,,Cultist,カルト教団員,Kultist,Cultiste,Cultista,Cultista,Культист,Cultista,邪教徒,邪教徒,광신도,Kultysta,Культист,Cultist,Tarikatçı
L_SKIN_PIPEORGAN,,Pipe Organ,パイプオルガン,Pfeifenorgel,Orgue,Órgano de Tubos,Órgão de Tubos,Орган,Organo a Canne,管風琴,管风琴,파이프 오르간,Organy Piszczałkowe,Орган,Pijporgel,Org
L_SKIN_CELESTINE,,Celestine,セレスティン,Celestine,Célestine,Celestine,Celestine,Селестина,Celestine,賽雷斯汀,天空,셀레스틴,Celestyna,Селестіна,Celestine,Celestine
L_SKIN_ELDRITCH,,Eldritch,エルドリッチ,Eldritch,Eldritch,Eldritch,Eldritch,Элдрич,Eldritch,奧術,异能,엘드리치,Przedwieczny,Ельдрич,Eldritch,Doğaüstü
L_SKIN_QUETZALCOATL,,Quetzalcoatl,ケツァルコアトル,Quetzalcoatl,Quetzalcoatl,Quetzalcóatl,Quetzalcoatl,Кетцалькоатль,Quetzalcoatl,羽蛇神,羽蛇神,케찰코아틀,Quetzalcoatl,Кетцалькоатль,Quetzalcoatl,Quetzalcoatl
L_SKIN_DUBIOUSCOOKBOOK,,Dubious Cookbook,怪しい料理本,Zweifelhafte Rezeptsammlung,Livre de Cuisine Douteux,Recetario Dudoso,Livro de Receitas Duvidoso,Сомнительная Поваренная Книга,Ricettario Dubbio,可疑的食譜,可疑食谱,의심스러운 요리책,Podejrzana Książka Kucharska,Сумнівна Куховарська Книга,Twijfelachtig Kookboek,Şüpheli Yemek Kitabı
L_SKIN_STAR,,Star,スター,Stern,Étoile,Estrella,Estrela,Звезда,Stella,星星,星,별,Gwiazda,Зірка,Ster,Yıldız
