Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_NBOSS_MEDIERRA,,Medierra,メディエラ,Medierra,Medierra,Medierra,Medierra,Медиерра,Medierra,梅迪拉,梅蒂拉,메디에라,Medierra,Медієрра,Medierra,Medierra
L_NBOSS_SPOONOR,,Spoonor,スプーナー,Spoonor,Spoonor,Spoonor,Spoonor,Спунор,Spoonor,湯匙人,斯普诺,스푸너,Spoonor,Спунор,Spoonor,Spoonor
L_NBOSS_DEATHWALKER,,Deathwalker,デスウォーカー,Todesläufer,Marcheur de la Mort,Caminante de la Muerte,Mortífero,Вестник Смерти,Camminamorte,死亡行者,死亡行者,죽음방랑자,Kroczący Śmiercią,Смертоходець,Doodsreiziger,Ölümyürüyücü
L_NBOSS_QILA,,Qila,キラ,Qila,Qila,Qila,Qila,Кила,Qila,奇拉,奇拉,퀼라,Qila,Кіла,Qila,Qila
L_NBOSS_SCYLLAANDCHARYBDIS,,Scylla and Charybdis,スキュラとカリュブディス,Scylla und Charybdis,Scylla et Charybde,Escila y Caribdis,Cila e Caríbdis,Сцилла и Харибда,Scilla e Cariddi,斯庫拉與卡律布狄斯,斯库拉与卡律布狄斯,스킬라와 카립디스,Scylla i Charybda,Сцилла і Харибда,Scylla en Charybdis,Scylla ve Charybdis
L_NBOSS_VITJA,,Vitja,ヴィチャ,Vitja,Vitja,Vitja,Vitja,Витя,Vitja,維佳,维佳,비차,Vitja,Вітя,Vitja,Vitja
L_NBOSS_IMPIMPINGTON,,Imp Impington,インプ・インピントン,Kobold Koboldingen,Imp Impington,Diablillo Impington,Diabrete Impington,Бес Импингтон,Imp Impington,小惡魔英彭頓,小鬼英普顿,임프 임핑턴,Chochlik Impington,Імп Імпінгтон,Kobold Koboldstein,İblis İmpington
L_NBOSS_JUDGMENTANDMERCY,,Judgment and Mercy,裁きと慈悲,Urteil und Gnade,Jugement et Miséricorde,Juicio y Misericordia,Julgamento e Misericórdia,Суд и Милосердие,Giudizio e Misericordia,審判與慈悲,审判与仁慈,심판과 자비,Osąd i Miłosierdzie,Суд і Милосердя,Oordeel en Genade,Hüküm ve Merhamet
L_NBOSS_ETTA,,Etta,エッタ,Etta,Etta,Etta,Etta,Этта,Etta,艾塔,艾塔,에타,Etta,Етта,Etta,Etta
L_NBOSS_TELLUR,,Tellur,テルル,Tellur,Tellur,Tellur,Tellur,Теллур,Tellur,泰魯爾,泰勒,텔루르,Tellur,Теллур,Tellur,Tellur
L_NBOSS_NOETHERIAN,,Noetherian,ノエセリアン,Noetherian,Noetherian,Noeteriano,Noetheriano,Ноэтеров,Noetheriano,諾特理安,诺特,노에테리안,Noetherian,Нетерівський,Noetheriaans,Noetherian
L_NBOSS_RAMSES,,Ramses,ラムセス,Ramses,Ramsès,Ramses,Ramsés,Рамзес,Ramses,拉姆西斯,拉美西斯,람세스,Ramses,Рамзес,Ramses,Ramses
L_NBOSS_KRAYNAKS,,Kraynaks,クレイナクス,Kraynaks,Kraynaks,Kraynaks,Kraynaks,Крайнаки,Kraynaks,克雷納克斯,克雷纳克斯,크레이낙스,Kraynaki,Крайнаки,Kraynaks,Kraynaklar
L_NBOSS_CYHRA,,Cyhra,サイラ,Cyhra,Cyhra,Cyhra,Cyhra,Сайра,Cyhra,賽拉,赛拉,시라,Cyhra,Сіра,Cyhra,Cyhra
L_NBOSS_SHADOWS,,Inner Darkness,内なる闇,Innere Dunkelheit,Ténèbres Intérieures,Oscuridad Interior,Escuridão Interior,Внутренняя Тьма,Oscurità Interiore,內心黑暗,内在黑暗,내면의 어둠,Wewnętrzna Ciemność,Внутрішня Темрява,Innerlijke Duisternis,İç Karanlık
L_NBOSS_RANKSYA,,Ranksya,ランクシャ,Ranksya,Ranksya,Ranksya,Ranksya,Рэнкся,Ranksya,蘭克夏,兰克斯亚,랭크샤,Ranksya,Рансія,Ranksya,Ranksya
L_NBOSS_NARKYAKS,,Narkyaks,ナーキャクス,Narkyaks,Narkyaks,Narkyaks,Narkyaks,Наркьяки,Narkyaks,納爾基亞克獸,纳克亚克斯,나키악,Narkyaki,Наркіяки,Narkyaks,Narkyaklar
L_NBOSS_SNAKYARK,,Snakyark,スネイキアーク,Snakyark,Snakyark,Snakyark,Snakyark,Снакиарк,Snakyark,蛇亞克,斯纳克亚克,스네키아크,Snakyark,Снакіарк,Snakyark,Snakyark
L_NBOSS_YANKARKS,,Yankarks,ヤンカークス,Yankarks,Yankarks,Yankarks,Yankarks,Янкарки,Yankarks,揚卡克斯,扬卡克斯,얀카크스,Yankarks,Янкаркс,Yankarks,Yankarks
L_NBOSS_ARKANSKY,,Arkansky,アルカンスキー,Arkansky,Arkansky,Arkansky,Arkansky,Арканский,Arkansky,阿坎斯基,阿坎斯基,아르칸스키,Arkansky,Арканський,Arkansky,Arkansky
L_NBOSS_JUDGMENT,,Judgment,審判,Urteil,Jugement,Juicio,Julgamento,Суд,Giudizio,審判,审判,심판,Osąd,Судження,Oordeel,Hüküm
L_NBOSS_MERCY,,Mercy,慈悲,Gnade,Miséricorde,Piedad,Misericórdia,Милосердие,Pietà,憐憫,仁慈,자비,Miłosierdzie,Милосердя,Genade,Merhamet
L_NBOSS_GLUBRIS,,Glubris,グルブリス,Glubris,Glubris,Glubris,Glubris,Глубрис,Glubris,格魯布里斯,格鲁布里斯,글루브리스,Glubris,Глубріс,Glubris,Glubris
L_NBOSS_SHUBRIS,,Shubris,シュブリス,Shubris,Shubris,Shubris,Shubris,Шубрис,Shubris,舒布里斯,舒布里斯,슈브리스,Shubris,Шубріс,Shubris,Shubris
L_NBOSS_PUBRIS,,Pubris,パブリス,Pubris,Pubris,Pubris,Pubris,Пубрис,Pubris,普布里斯,普布里斯,퍼브리스,Pubris,Пубріс,Pubris,Pubris
L_NBOSS_JUBRIS,,Jubris,ジュブリス,Jubris,Jubris,Jubris,Jubris,Юбрис,Jubris,朱布里斯,朱布里斯,주브리스,Jubris,Юбріс,Jubris,Jubris
L_NBOSS_CUBRIS,,Cubris,キュブリス,Cubris,Cubris,Cubris,Cubris,Кубрис,Cubris,庫布里斯,库布里斯,큐브리스,Cubris,Кубріс,Cubris,Cubris
L_WBOSS_SAINTALTHEA,,Saint Althea,聖アルテア,Heilige Althea,Sainte Althéa,Santa Althea,Santa Althea,Святая Альтея,Santa Althea,聖亞爾蒂雅,圣阿尔西娅,성녀 알테아,Święta Althea,Свята Альтея,Heilige Althea,Azize Althea
L_WBOSS_NEBODAR,,Nebodar,ネボダー,Nebodar,Nebodar,Nebodar,Nebodar,Небодар,Nebodar,涅波達爾,内博达,네보다르,Nebodar,Небодар,Nebodar,Nebodar
L_WBOSS_JOTUN,,Jotun,ヨトゥン,Jotun,Jotun,Jotun,Jotun,Йотун,Jotun,巨魔,约顿,요툰,Jotun,Йотун,Jotun,Jotun
L_WBOSS_HYDRANOX,,Hydranox,ハイドラノックス,Hydranox,Hydranox,Hydranox,Hydranox,Гидранокс,Hydranox,海德拉諾克斯,海德拉诺克斯,하이드라녹스,Hydranox,Гідранокс,Hydranox,Hydranox
L_WBOSS_LOIDPRIME,,Loid Prime,ロイド・プライム,Loid Prime,Loid Prime,Loid Prime,Loid Prime,Лоид Прайм,Loid Prime,洛伊德·普萊姆,洛伊德主宰,로이드 프라임,Loid Prime,Лоїд Прайм,Loid Prime,Loid Prime
L_WBOSS_IMPIMPINGTON,,Imp Impington Reborn,インプ・インピントン・リボーン,Kobold Impington Wiedergeboren,Imp Impington Ressuscité,Diablillo Impington Renacido,Diabrete Impington Renascido,Бес Импингтон Возрожденный,Imp Impington Rinato,小惡魔英彬頓重生,小鬼英普顿重生,임프 임핑턴 환생,Imp Impington Odrodzony,Імп Імпінгтон Відроджений,Kabouter Kabouterton Herboren,İblis Impington Yeniden Doğuş
L_WBOSS_THEANCESTOR,,The Ancestor,先祖,Der Ahnherr,L'Ancêtre,El Ancestro,O Ancestral,Предок,L'Antenato,先祖,先祖,선조,Przodek,Предок,De Voorouder,Ata
L_WBOSS_CALIBAN,,Caliban the Unredeemed,カリバン・ジ・アンリディームド,Caliban der Unerlöste,Caliban l'Irrédimé,Caliban el Irredento,"Caliban, o Irredimido",Калибан Непрощённый,Caliban l'Irredento,不可救贖者卡利班,未被救赎的卡利班,구원받지 못한 칼리반,Caliban Nieodkupiony,Каліба́н Невідку́плений,Caliban de Onverloste,Kurtarılmamış Caliban
L_WBOSS_MINDWURM,,Mindwurm,マインドワーム,Gedankenwurm,Vermesprit,Gusano mental,Verme Mental,Мыслечервь,Verme Mentale,心靈蟲,蚀心虫,정신벌레,Robak Umysłu,Розумочерв'як,Geestenworm,Zihinsolucanu
L_WBOSS_LOSTCONSTRUCT,,Lost Construct,失われた構造体,Verlorenes Konstrukt,Construct Perdu,Constructo Perdido,Constructo Perdido,Потерянный Конструкт,Costrutto Perduto,失落構造體,迷失构造体,잃어버린 구조체,Zagubiony Konstrukt,Загублений Конструкт,Verloren Construct,Kayıp Yapı
L_NBOSS_SCYLLA,,Scylla,,,,,,,,,斯库拉,,,,,
L_NBOSS_CHARYBDIS,,Charybdis,,,,,,,,,卡律布狄斯,,,,,
