line,english,german,issues,reviewed,replacement
983,Your creatures gain a copy of the Spell Gem in the target's Artifact's Spell Slot.,Deine Kreaturen erhalten eine Kopie des Zauberedelsteins im Zauberplatz des Artefakts des Ziels.,TERM:Spell Gem->Zauberstein,,
1015,Target gains the caster's trait.,Ziel erhält die Eigenschaft des Zauberwirkers.,TERM:Trait->Merkmal,,
1083,This spell doesn't do anything when {ACTION_cast}. The caster has 5% more {STAT_intelligence} for each {STAT_charge} this Spell Gem is missing.,"Dieser Zauber bewirkt nichts, wenn {ACTION_cast}. Der Zaubernde erhält 5% mehr {STAT_intelligence} für jeden {STAT_charge}, der diesem Zauberedelstein fehlt.",TERM:Spell Gem->Zauberstein,,
1093,Caster's Spell Gems gain 3 {STAT_charge}s.,Zauberedelsteine des Zauberwirkers erhalten 3 {STAT_charge}s.,TERM:Spell Gems->Zaubersteine,,
1135,Caster {ACTION_casts} 3 of their [temporary] Ethereal Spell Gems.,Zauberwirker {ACTION_casts} 3 seiner [temporary] Ätherischen Zauberedelsteine.,TERM:Spell Gems->Zaubersteine,,
1137,All creatures lose access to the extra traits they gained during battle.,"Alle Kreaturen verlieren den Zugang zu den zusätzlichen Eigenschaften, die sie während des Kampfes erlangt haben.",TERM:Traits->Merkmale,,
1149,All creatures' [temporary] Ethereal Spell Gems are replaced with different ones.,Alle Kreaturen' [temporary] Ätherische Zauberedelsteine werden durch andere ersetzt.,TERM:Spell Gems->Zaubersteine,,
1155,"Your creatures {ACTION_cast} the Spell Gem in their first slot. Then, those Spell Gems are sealed.",Deine Kreaturen {ACTION_cast} das Zauberedelstein in ihrem ersten Slot. Dann werden diese Zauberedelsteine versiegelt.,TERM:Spell Gem->Zauberstein; TERM:Spell Gems->Zaubersteine,,
1191,Your creatures gain a random trait and are afflicted with {CONDNAME_DEBUFF_DISARMED}.,Deine Kreaturen erhalten eine zufällige Eigenschaft und werden mit {CONDNAME_DEBUFF_DISARMED} belegt.,TERM:Trait->Merkmal,,
1241,Caster {ACTION_casts} one of the target's Spell Gems.,Zauberer {ACTION_casts} einen der Zauberedelsteine des Ziels.,TERM:Spell Gems->Zaubersteine,,
1243,Enemies' minions are removed. Enemies are afflicted with a random debuff for each minion removed.,Die Schergen der Feinde werden entfernt. Feinde werden für jeden entfernten Schergen mit einem zufälligen Schwächungseffekt belegt.,TERM:Minion->Diener,,
1297,"Enemies take a moderate amount of damage, plus 5% more damage for each {STAT_charge} each of its other Spell Gems are missing.","Feinde erleiden eine moderate Menge Schaden, plus 5% mehr Schaden für jeden {STAT_charge}, der jedem seiner anderen Zauberedelsteine fehlt.",TERM:Spell Gems->Zaubersteine,,
1305,Your creatures gain a massive amount of stats and their Ultimate Spell Gems recover 100% {STAT_charges}. This spell is an {SPELL_ultimate}.,Deine Kreaturen erhalten eine massive Menge an Statuswerten und ihre Ultimative Zauber-Edelsteine regenerieren 100% {STAT_charges}. Dieser Zauber ist ein {SPELL_ultimate}.,TERM:Spell Gems->Zaubersteine,,
1309,Your creatures gain an army of minions. This spell does not activate on-minion effects. This spell is an {SPELL_ultimate}.,Deine Kreaturen erhalten eine Armee von Schergen. Dieser Zauber aktiviert keine Auf-Schergen-Effekte. Dieser Zauber ist ein {SPELL_ultimate}.,TERM:Minion->Diener,,
1310,Balance In All Things,Balance In All Things\n\nChatGPT: Gleichgewicht In Allen Dingen,TOKEN_MISMATCH,,
1317,"The first time this Spell Gem is {ACTION_cast}, your creatures gain a squad of minions. The second time this Spell Gem is {ACTION_cast}, enemies take a massive amount of damage plus 15% more damage for each minion each of your creatures have, and then their minions are removed. Then, this spell is reset. This spell is an {SPELL_ultimate}.","Das erste Mal, wenn dieser Zauberedelstein {ACTION_cast} wird, erhalten deine Kreaturen eine Gruppe von Schergen. Das zweite Mal, wenn dieser Zauberedelstein {ACTION_cast} wird, erleiden Feinde massiven Schaden plus 15% mehr Schaden für jeden Schergen, den jede deiner Kreaturen hat, und dann werden ihre Schergen entfernt. Danach wird dieser Zauber zurückgesetzt. Dieser Zauber ist ein {SPELL_ultimate}.",TERM:Minion->Diener; TERM:Spell Gem->Zauberstein,,
1405,{ACTION_casts} a random damaging spell for each dead creature on the battlefield.,{ACTION_casts} wirkt für jedes tote Wesen auf dem Schlachtfeld einen zufälligen Schadenszauber.,TERM:Creature->Kreatur,,
1461,"Enemies take a moderate amount of damage, plus 15% more damage for each creature above them on the {TIMELINE}.","Gegner erleiden eine moderate Menge Schaden, plus 15% mehr Schaden für jedes Wesen, das über ihnen auf der {TIMELINE} steht.",TERM:Creature->Kreatur,,
1465,"A random enemy recovers a large amount of {STAT_health}. This spell cannot be cast manually, but has a 100% chance to be cast after its owner is forcibly moved to the bottom of the {TIMELINE}.","Ein zufälliger Gegner erhält eine große Menge an {STAT_health} zurück. Dieser Zauber kann nicht manuell gewirkt werden, hat aber eine 100%ige Chance, gewirkt zu werden, nachdem sein Besitzer zwangsweise ans Ende der {TIMELINE} verschoben wurde.",TOKEN_MISMATCH,,
1473,Your other creatures {ACTION_cast} one of their damaging Spell Gems.,Deine anderen Kreaturen {ACTION_cast} einen ihrer schadenverursachenden Zauberedelsteine.,TERM:Spell Gems->Zaubersteine,,
1491,Target gains this creature's Artifact's Trait.,Ziel erhält die Artefakt-Eigenschaft dieser Kreatur.,TERM:Trait->Merkmal,,
