file,line,english,german
perks.csv,5,<5>% of your creatures' chance to dodge attacks is applied to spells as well. This perk ignores independent chances to dodge attacks granted by other effects.,"<5>% der Ausweichchance deiner Kreaturen gegen Angriffe wird auch auf Zauber angewendet. Dieser Vorteil ignoriert unabhängige Ausweichchancen gegen Angriffe, die durch andere Effekte gewährt werden."
perks.csv,137,"Your creatures deal 5% more damage and take 5% less damage for each battle you've won in the current realm. If you're not in a realm, this perk acts as if you've won 8 battles.","Deine Kreaturen verursachen 5% mehr Schaden und erleiden 5% weniger Schaden für jeden Kampf, den du im aktuellen Reich gewonnen hast. Wenn du dich nicht in einem Reich befindest, wirkt dieser Vorteil, als hättest du 8 Kämpfe gewonnen."
perks.csv,299,You can have <1>  additional creature(s) in your group without it counting against other {SPEC_DRUID} perks.,"Du kannst <1> zusätzliche Kreatur(en) in deiner Gruppe haben, ohne dass dies gegen andere {SPEC_DRUID} Vorteile zählt."
perks.csv,533,"If your creatures have at least 5 buffs when they are killed, they are resurrected with 25% {STAT_health}. The number of buffs required for this perk to activate increases by 1 each time it activates.","Wenn deine Kreaturen mindestens 5 Buffs haben, wenn sie getötet werden, werden sie mit 25% {STAT_health} wiederbelebt. Die Anzahl der benötigten Buffs für diesen Vorteil erhöht sich um 1 jedes Mal, wenn er aktiviert wird."
perks.csv,615,Your creatures' traits are active even while they're dead. This perk does not affect traits that cause creatures to intercept or take damage in place of their allies.,"Deine Kreaturen-Merkmale sind auch aktiv, während sie tot sind. Dieser Vorteil betrifft keine Merkmale, die Kreaturen dazu bringen, zu blocken oder Schaden anstelle ihrer Verbündeten zu erleiden."
perks.csv,651,"Your Herbling has 3% more stats (other than {STAT_health}) for each time it has received healing, gained stats, received buffs or minions, or has been resurrected in battle. Every 15% stats earned through this perk causes the Herbling to evolve to a higher Tier at the start of its turn.","Dein Herbling hat 3% mehr Attribute (außer {STAT_health}) für jedes Mal, wenn er Heilung erhalten, Attribute gewonnen, Buffs oder Diener erhalten hat oder im Kampf wiederbelebt wurde. Für jeweils 15% Attribute, die durch diesen Vorteil erworben wurden, entwickelt sich der Herbling zu Beginn seines Zuges zu einer höheren Stufe."
perks.csv,667,"After one of your creatures is afflicted with a debuff, your Herbling {ACTION_casts} [icons,1976]Nutrition on it. This perk can activate once per turn.","Nachdem eines deiner Kreaturen mit einem Debuff belegt wurde, {ACTION_casts} dein Herbling [icons,1976]Ernährung auf sie. Dieser Vorteil kann einmal pro Zug aktiviert werden."
perks.csv,891,"Your creatures' Nether Stones are <5>% more powerful. This perk does not affect a Nether Stone's traits, spells, or any [slot_trick] Trick Slots that increase a creature's maximum number of Spell Gem slots.","Deine Kreaturen-Nethersteine sind <5>% mächtiger. Dieser Vorteil wirkt sich nicht auf die Merkmale eines Nethersteins, Zauber oder [slot_trick] Trick-Slots aus, die die maximale Anzahl an Zauberstein-Slots einer Kreatur erhöhen."
perks.csv,895,Effects that activate when creatures die are ignored. This perk does not affect the [perks_bornagain] Born Again perk. This perk does not work in boss battles.,"Effekte, die beim Tod von Kreaturen aktiviert werden, werden ignoriert. Dieser Vorteil beeinflusst nicht den Vorteil [perks_bornagain] Born Again. Dieser Vorteil funktioniert nicht in Bosskämpfen."
perks.csv,933,"At the start of each enemy's turn, there is a 10% chance that your [sorc_sorcerer_spellofroots] Spell of Roots, [sorc_sorcerer_spellofslumber] Spell of Slumber, and [sorc_sorcerer_deepfreeze] Spell of Frost perks will activate. This chance is increased by an additional 10% each turn. After this perk activates, the chance is set back to 10%.","Zu Beginn jedes Zuges eines Feindes besteht eine 10% Chance, dass deine [sorc_sorcerer_spellofroots] Zauber der Wurzeln, [sorc_sorcerer_spellofslumber] Zauber des Schlummers und [sorc_sorcerer_deepfreeze] Zauber des Frosts Vorteile aktiviert werden. Diese Chance erhöht sich um zusätzliche 10% pro Zug. Nachdem dieser Vorteil aktiviert wurde, wird die Chance auf 10% zurückgesetzt."
perks.csv,1021,The chance for your {SPEC_MIME} perks to activate is doubled.,"Die Chance, dass deine {SPEC_MIME} Vorteile aktiviert werden, ist verdoppelt."
perks.csv,1085,"If your creatures have been resurrected at least 3 times in battle, their traits are active even while they're dead. This perk does not affect traits that cause creatures to intercept or take damage in place of their allies.","Wenn deine Kreaturen mindestens 3 Mal im Kampf wiederbelebt wurden, sind ihre Merkmale auch dann aktiv, wenn sie tot sind. Dieser Vorteil betrifft keine Merkmale, die dazu führen, dass Kreaturen abfangen oder Schaden anstelle ihrer Verbündeten erleiden."
perks.csv,1159,"You have a 25% increased chance to find Nether Stones. This perk is always active, even if your specialization is not {SPEC_PARIAH}.","Du hast eine 25% erhöhte Chance, Nethersteine zu finden. Dieser Vorteil ist immer aktiv, auch wenn deine Spezialisierung nicht {SPEC_PARIAH} ist."
perks.csv,1163,"You have a 100% increased chance to find Skins. This perk is always active, even if your specialization is not {SPEC_DEPRIVED}.","Du hast eine um 100% erhöhte Chance, Skins zu finden. Dieser Vorteil ist immer aktiv, auch wenn deine Spezialisierung nicht {SPEC_DEPRIVED} ist."
perks.csv,1173,"Your creatures' Nether Stones are <5>% more powerful. This perk does not affect a Nether Stone's traits, spells, or any [slot_trick] Trick Slots that increase a creature's maximum number of Spell Gem slots.","Deine Kreaturen-Nethersteine sind <5>% mächtiger. Dieser Vorteil wirkt sich nicht auf die Merkmale eines Nethersteins, Zauber oder [slot_trick] Trick-Slots aus, die die maximale Anzahl an Zauberstein-Slots einer Kreatur erhöhen."
perks.csv,1255,"After your creatures {ACTION_attack} an enemy that is {ACTION_defending} or if the enemy dodges, they {ACTION_cast} one of their spells that interacts with debuffs on the enemy. This perk can only activate once per creature per turn.","Nachdem deine Kreaturen einen Feind {ACTION_attack}, der {ACTION_defending} ist, oder wenn der Feind ausweicht, {ACTION_cast} sie einen ihrer Zauber, der mit Debuffs auf dem Feind interagiert. Dieser Vorteil kann nur einmal pro Kreatur pro Runde aktiviert werden."
perks.csv,1317,"Your {RACE_Avatar}s and {RACE_Godspawn} benefit from the following perks when their corresponding Relic is equipped: Archaic Warspear, Forsaken Wonder, Timeworn Attunement, Primeval Spellblade, Primordial Curse.","Deine {RACE_Avatar}s und {RACE_Godspawn} profitieren von den folgenden Vorteilen, wenn ihre entsprechende Reliquie ausgerüstet ist: Archaischer Kriegsspeer, Verlassenes Wunder, Zeitabgestimmte Einstimmung, Urzeitliche Zauberklinge, Urtümlicher Fluch."
perks.csv,1321,Your {RACE_Avatar} and {RACE_Godspawn} creatures gain the perks of their corresponding Relic even if it is not equipped.,"Deine {RACE_Avatar}- und {RACE_Godspawn}-Kreaturen erhalten die Vorteile ihrer entsprechenden Reliquie, auch wenn diese nicht ausgerüstet ist."
perks.csv,1323,Your creatures' Relics act as if they have 100 more ranks. This does not unlock additional Relic perks.,"Deine Kreaturen-Relikte wirken, als hätten sie 100 Ränge mehr. Dies schaltet keine zusätzlichen Relikt-Vorteile frei."
traits.csv,3524,"At the start of battle, you gain access to 3 random perks. A description of these perks can be found in your battle history. This trait activates immediately before all other start-of-battle effects. This trait does not stack.",Zu Beginn des Kampfes erhältst du Zugang zu 3 zufälligen Vorteilen. Eine Beschreibung dieser Vorteile findest du in deiner Kampfhistorie. Dieses Merkmal aktiviert sich unmittelbar vor allen anderen Kampfbeginn-Effekten. Dieses Merkmal ist nicht kumulativ.
traits.csv,4312,"For each creature in your party that is a class you have exactly 2 of, those creatures deal 160% more damage. For each creature in your party that is a race you have exactly 2 of, those creatures take 80% less damage. This trait ignores other traits and perks that increase the number of creatures of a specific race or class. This trait does not stack.","Für jede Kreatur in deiner Gruppe, die einer Klasse angehört, von der du genau 2 hast, verursachen diese Kreaturen 160% mehr Schaden. Für jede Kreatur in deiner Gruppe, die einer Rasse angehört, von der du genau 2 hast, erleiden diese Kreaturen 80% weniger Schaden. Dieses Merkmal ignoriert andere Merkmale und Vorteile, die die Anzahl der Kreaturen einer bestimmten Rasse oder Klasse erhöhen. Dieses Merkmal ist nicht kumulativ."
ui.csv,151,Perks,Vorteile
ui.csv,996,Perk Points,Fertigkeitspunkte
ui.csv,1025,"Welcome to your first Realm! You'll receive a Realm Quest at the start of each Realm. These are short, bite-sized quests that must be completed before you can proceed to the next Realm.\n\nAfter you complete a Realm Quest, you'll receive a reward, and then you'll be able to use that Realm's Teleportation Shrine to either travel to a new Realm or return to your kingdom.\n\nWhen you complete a Realm Quest at the highest Realm Depth you've ever visited, you'll also receive Perk Points that can be used to unlock perks for your specialization.","Willkommen in deinem ersten Reich! Du erhältst zu Beginn jedes Reiches eine Reichsquest. Dies sind kurze, überschaubare Quests, die abgeschlossen werden müssen, bevor du zum nächsten Reich fortschreiten kannst.\n\nNachdem du eine Reichsquest abgeschlossen hast, erhältst du eine Belohnung und kannst dann den Teleportationsschrein dieses Reiches nutzen, um entweder zu einem neuen Reich zu reisen oder in dein Königreich zurückzukehren.\n\nWenn du eine Reichsquest in der höchsten Reichstiefe abschließt, die du je besucht hast, erhältst du außerdem Fertigkeitspunkte, die du zum Freischalten von Vorteilen für deine Spezialisierung verwenden kannst."
ui.csv,1034,"After you complete a Realm Quest at the highest Realm Depth you've ever visited, you'll earn some [icons,2084] Perk Points. You can spend these points to unlock Perks that are associated with your specialization.\n\nTo spend your [icons,2084] Perk Points, press {KEYQ} to open the main menu. Then, choose [menu_character] Character, then [menu_perks] Perks.","Nachdem du eine Reichquest auf der höchsten Reichtiefe, die du je besucht hast, abgeschlossen hast, erhältst du einige [icons,2084] Fertigkeitspunkte. Du kannst diese Punkte ausgeben, um Fertigkeiten freizuschalten, die mit deiner Spezialisierung verbunden sind.\n\nUm deine [icons,2084] Fertigkeitspunkte auszugeben, drücke {KEYQ}, um das Hauptmenü zu öffnen. Wähle dann [menu_character] Charakter und anschließend [menu_perks] Fertigkeiten."
ui.csv,1047,"You just established your first Guild! Guilds allow you to take on Bounties to hunt for False Gods, which are some of the most powerful enemies you'll encounter in all of Rodia.\n\nAfter you defeat a False God, you'll earn Reputation with your Guild. As your Reputation Level with your Guild increases, you'll gain access to new items in the Guild Shop.\n\nFalse Gods also drop Anointments when they're defeated. Anointments can be used to grant you access to perks from other specializations.\n\nFor more information on Guilds, False Gods, and Anointments, please see the ""Guilds and False Gods"" section of the Codex.","Du hast gerade deine erste Gilde gegründet! Gilden ermöglichen es dir, Kopfgelder anzunehmen, um Falsche Götter zu jagen, die zu den mächtigsten Feinden gehören, denen du in ganz Rodia begegnen wirst.\n\nNachdem du einen Falschen Gott besiegt hast, erhältst du Ansehen bei deiner Gilde. Mit steigendem Ansehens-Level bei deiner Gilde schaltest du neue Gegenstände im Gildenladen frei.\n\nFalsche Götter lassen außerdem Salbungen fallen, wenn sie besiegt werden. Salbungen können verwendet werden, um dir Zugang zu Vorteilen aus anderen Spezialisierungen zu gewähren.\n\nWeitere Informationen zu Gilden, Falschen Göttern und Salbungen findest du im Abschnitt ""Gilden und Falsche Götter"" des Kodex."
ui.csv,1085,Choose a Perk to rank up.,Wähle einen Vorteil zum aufwerten.
ui.csv,1092,Press {KEYE} to increase this perk's rank.,"Drücke {KEYE}, um den Rang dieser Fertigkeit zu erhöhen."
ui.csv,1093,This perk is already at the maximum possible rank.,Dieser Vorteil ist bereits auf der höchstmöglichen Stufe.
ui.csv,1195,Reset Perks: Unallocate my Perk Points so I can assign them to different perks.,"Fertigkeiten zurücksetzen: Meine Fertigkeitspunkte zurücksetzen, damit ich sie anderen Fertigkeiten zuweisen kann."
ui.csv,2991,Perks,Vorteile
ui.csv,3037,Perks,Vorteile
