line,english,german,issues,reviewed,replacement
733,"Your creatures have a 3% chance to avoid damage (up to 50%) for each time their on-buff, on-debuff, and on-minion effects activated in the current battle.","Deine Kreaturen haben eine 3% Chance, Schaden zu vermeiden (bis zu 50%), für jedes Mal, wenn ihre Bei-Buff-, Bei-Debuff- und Bei-Lakai-Effekte im aktuellen Kampf aktiviert wurden.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
735,"Your creatures' on-buff, on-debuff, and on-minion effects trigger <1>  additional time(s) after they gain a buff, debuff, or minion.","Deine Kreaturen-Effekte bei Buff, bei Debuff und bei Begleiter werden <1> zusätzliche(s) Mal ausgelöst, nachdem sie einen Buff, Debuff oder Begleiter erhalten.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
747,"After your creatures gain a buff and they already have at least 7 other buffs, they gain {CONDNAME_BUFF_IMMUNITY}.\n\n{CONDDESC_BUFF_IMMUNITY}","Nachdem deine Kreaturen einen Buff erhalten und sie bereits mindestens 7 andere Buffs haben, erhalten sie {CONDNAME_BUFF_IMMUNITY}.\n\n{CONDDESC_BUFF_IMMUNITY}",TERM:Buff->Stärkung,,
763,Your creatures have <1>% more stats (other than {STAT_health}) for each buff they have.,"Deine Kreaturen haben <1>% mehr Werte (außer {STAT_health}) für jeden Buff, den sie besitzen.",TERM:Buff->Stärkung,,
765,Your creatures deal <2>% more damage and take <1>% less damage for each buff they have.,"Deine Kreaturen verursachen <2>% mehr Schaden und erleiden <1>% weniger Schaden für jeden Buff, den sie haben.",TERM:Buff->Stärkung,,
767,"After your creatures gain a buff, they have a <2>% chance to {ACTION_attack} random enemy.","Nachdem deine Kreaturen einen Buff erhalten, haben sie eine <2>% Chance, einen zufälligen Feind zu {ACTION_attack}.",TERM:Buff->Stärkung,,
769,"After your creatures gain a buff, they recover <3>% {STAT_health}.","Nachdem deine Kreaturen einen Buff erhalten, regenerieren sie <3>% {STAT_health}.",TERM:Buff->Stärkung,,
771,"After your creatures gain a buff, they have a <2>% chance to {ACTION_cast} one of their spells.","Nachdem deine Kreaturen einen Buff erhalten, haben sie eine <2>% Chance, einen ihrer Zauber zu {ACTION_cast}.",TERM:Buff->Stärkung,,
773,"After your creatures gain a buff, they gain <2>% of a random stat.","Nachdem deine Kreaturen einen Buff erhalten, bekommen sie <2>% einer zufälligen Eigenschaft.",TERM:Buff->Stärkung,,
777,"At the start of battle, enemies are afflicted with {CONDNAME_DEBUFF_INVERTED}. The potency of this debuff is equal to <1>% of their highest stat.\n\n{CONDDESC_DEBUFF_INVERTED}",Zu Beginn des Kampfes werden Gegner mit {CONDNAME_DEBUFF_INVERTED} belegt. Die Stärke dieses Debuffs entspricht <1>% ihres höchsten Attributs.\n\n{CONDDESC_DEBUFF_INVERTED},TERM:Debuff->Schwächung,,
779,"After your creatures {ACTION_attack}, they afflict the enemy with {CONDNAME_DEBUFF_INVERTED}. The potency of this debuff is equal to <10>% of the damage they caused.\n\n{CONDDESC_DEBUFF_INVERTED}","Nachdem deine Kreaturen {ACTION_attack}, belegen sie den Feind mit {CONDNAME_DEBUFF_INVERTED}. Die Stärke dieses Debuffs entspricht <10>% des verursachten Schadens.\n\n{CONDDESC_DEBUFF_INVERTED}",TERM:Debuff->Schwächung,,
781,"When an enemy with {CONDNAME_DEBUFF_INVERTED} gains a buff, they have a 50% chance to gain a random debuff instead.","Wenn ein Gegner mit {CONDNAME_DEBUFF_INVERTED} einen Buff erhält, besteht eine 50% Chance, dass er stattdessen einen zufälligen Debuff erhält.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
785,"After your creatures {ACTION_cast} a spell, they afflict a random enemy with {CONDNAME_DEBUFF_INVERTED}. The potency of this debuff is equal to 10% of the caster's highest stat.\n\n{CONDDESC_DEBUFF_INVERTED}","Nachdem deine Kreaturen einen Zauber {ACTION_cast}, belegen sie einen zufälligen Feind mit {CONDNAME_DEBUFF_INVERTED}. Die Stärke dieses Debuffs entspricht 10% des höchsten Attributs des Zauberwirkers.\n\n{CONDDESC_DEBUFF_INVERTED}",TERM:Debuff->Schwächung,,
789,"When the enemies’ {CONDNAME_DEBUFF_INVERTED} debuff activates, there is a <5>% chance that its potency will not be decreased.","Wenn der {CONDNAME_DEBUFF_INVERTED}-Debuff der Gegner aktiviert wird, besteht eine <5>%-Chance, dass seine Wirksamkeit nicht verringert wird.",TERM:Debuff->Schwächung,,
801,"After an enemy is killed, the potency of their {CONDNAME_DEBUFF_INVERTED} debuff is added to the potency of all other enemies’ {CONDNAME_DEBUFF_INVERTED} debuffs.","Nachdem ein Feind getötet wurde, wird die Wirksamkeit seines {CONDNAME_DEBUFF_INVERTED}-Debuffs zur Wirksamkeit der {CONDNAME_DEBUFF_INVERTED}-Debuffs aller anderen Feinde hinzugefügt.",TERM:Debuff->Schwächung,,
833,"After an enemy {ACTION_attacks} one of its allies, it afflicts the target with a random debuff.","Nachdem ein Feind einen seiner Verbündeten {ACTION_attacks}, belegt er das Ziel mit einem zufälligen Debuff.",TERM:Debuff->Schwächung,,
835,"After an enemy {ACTION_attacks} one of its allies, your creatures gain a random buff.","Nachdem ein Feind einen seiner Verbündeten {ACTION_attacks}, erhalten deine Kreaturen einen zufälligen Buff.",TERM:Buff->Stärkung,,
855,"After your creatures {ACTION_defend}, their debuffs are removed and they gain a random buff for each debuff removed.","Nachdem deine Kreaturen {ACTION_defend}, werden ihre Debuffs entfernt und sie erhalten einen zufälligen Buff für jeden entfernten Debuff.",TERM:Buff->Stärkung; TERM:Debuff->Schwächung,,
941,"Your creatures’ buffs last forever. In addition, when one of your creature's buffs would be forcefully removed (for example, if your creature with {CONDNAME_BUFF_INVISIBLE} makes an action), they have a 50% chance to retain that buff and trigger their on-buff effects.","Deine Kreaturen-Buffs halten ewig an. Zusätzlich haben deine Kreaturen, wenn einer ihrer Buffs gewaltsam entfernt werden würde (zum Beispiel, wenn deine Kreatur mit {CONDNAME_BUFF_INVISIBLE} eine Aktion ausführt), eine 50% Chance, diesen Buff zu behalten und ihre Buff-Effekte auszulösen.",TERM:Buff->Stärkung,,
979,"If an enemy dies while it is afflicted with {CONDNAME_DEBUFF_POISON}, all other enemies take damage equal to 50% of the potency of this debuff.","Wenn ein Feind stirbt, während er von {CONDNAME_DEBUFF_POISON} betroffen ist, erleiden alle anderen Feinde Schaden in Höhe von 50% der Wirksamkeit dieses Debuffs.",TERM:Debuff->Schwächung,,
983,"After an enemy takes damage from {CONDNAME_DEBUFF_POISON}, they are afflicted with a random debuff.","Nachdem ein Feind Schaden durch {CONDNAME_DEBUFF_POISON} erleidet, wird er mit einem zufälligen Debuff belegt.",TERM:Debuff->Schwächung,,
995,"When an enemy gains a buff, one of your creatures gains that buff as well.","Wenn ein Gegner einen Buff erhält, erhält auch eine deiner Kreaturen diesen Buff.",TERM:Buff->Stärkung,,
1031,Your creatures with {CONDNAME_DEBUFF_BLIGHT} ignore the effects of this debuff and deal 50% more damage.,Deine Kreaturen mit {CONDNAME_DEBUFF_BLIGHT} ignorieren die Effekte dieses Debuffs und verursachen 50% mehr Schaden.,TERM:Debuff->Schwächung,,
1129,Enemies' {CONDNAME_DEBUFF_BOMB} debuffs deal 50% more damage for each time they've been damaged by this debuff in the current battle.,"Feinde mit {CONDNAME_DEBUFF_BOMB}-Debuffs erleiden 50% mehr Schaden für jedes Mal, das sie durch diesen Debuff im aktuellen Kampf Schaden erlitten haben.",TERM:Debuff->Schwächung,,
1139,"After an enemy's {CONDNAME_DEBUFF_BOMB} debuff detonates, one of your creatures gains <1>  stack(s) of {CONDNAME_MINION_MICROBOT}.\n\n{CONDDESC_MINION_MICROBOT}","Nachdem der {CONDNAME_DEBUFF_BOMB}-Debuff eines Gegners detoniert, erhält eine deiner Kreaturen <1> Stapel von {CONDNAME_MINION_MICROBOT}.\n\n{CONDDESC_MINION_MICROBOT}",TERM:Debuff->Schwächung,,
1183,Your creatures deal 15% more damage with attacks and spells for each debuff they afflicted from all your Artifacts' [slot_trick] Trick Slots.,"Deine Kreaturen verursachen 15% mehr Schaden mit Angriffen und Zaubern für jeden Debuff, den sie durch alle [slot_trick] Trick-Slots deiner Artefakte verursacht haben.",TERM:Debuff->Schwächung,,
1185,Your creatures take 10% less damage for each buff they gained from all your Artifacts' [slot_trick] Trick Slots.,"Deine Kreaturen erleiden 10% weniger Schaden für jeden Buff, den sie von allen [slot_trick] Trick-Slots deiner Artefakte erhalten haben.",TERM:Buff->Stärkung,,
1204,Speed Rail,Schnellbahn,TERM:Speed->Geschwindigkeit,,
1235,"After one of your creatures removes a buff from an enemy, the enemy takes damage equal to 50% of the creature's {STAT_intelligence}. This effect can only happen once per creature each turn.","Nachdem eine deiner Kreaturen einen Buff von einem Gegner entfernt hat, erleidet der Gegner Schaden in Höhe von 50% der {STAT_intelligence} der Kreatur. Dieser Effekt kann nur einmal pro Kreatur in jeder Runde ausgelöst werden.",TERM:Buff->Stärkung,,
1257,"Enemies cannot gain buffs if they have 10 or more buffs, minus 1 buff for each time they've lost a buff. In addition, enemies act as if they have 1 additional buff for each time this effect has activated.","Feinde können keine Buffs erhalten, wenn sie 10 oder mehr Buffs haben, minus 1 Buff für jedes Mal, wenn sie einen Buff verloren haben. Zusätzlich agieren Feinde so, als hätten sie 1 zusätzlichen Buff für jedes Mal, wenn dieser Effekt aktiviert wurde.",TERM:Buff->Stärkung,,
1283,Enemies always have {CONDNAME_DEBUFF_MANIA}. The potency of this debuff is refreshed at the end of each enemy's turn.,Gegner haben immer {CONDNAME_DEBUFF_MANIA}. Die Wirksamkeit dieses Debuffs wird am Ende jedes Zuges eines Gegners erneuert.,TERM:Debuff->Schwächung,,
1291,"At the start of each creature's turn, if your {RACE_Guardian} has at least 500% of the {STAT_defense} it started the battle with, all creatures {ACTION_cast} [icons,1972]Words of Encouragement on your {RACE_Guardian} and they take damage equal to 100% of their {CONDNAME_DEBUFF_MANIA} debuff's potency. This effect can only happen once per battle.","Zu Beginn des Zuges jeder Kreatur, wenn dein {RACE_Guardian} mindestens 500% der {STAT_defense} hat, mit der er den Kampf begonnen hat, {ACTION_cast} alle Kreaturen [icons,1972]Ermutigende Worte auf deinen {RACE_Guardian} und sie erleiden Schaden in Höhe von 100% der Wirksamkeit ihres {CONDNAME_DEBUFF_MANIA}-Debuffs. Dieser Effekt kann nur einmal pro Kampf eintreten.",TERM:Debuff->Schwächung,,
1305,"Debuffs inflicted by your creatures' Relics last forever. In addition, after your Relics afflict an enemy with a debuff, they afflict all other enemies with the debuff as well.","Debuffs, die durch die Relikte deiner Kreaturen verursacht werden, halten ewig an. Zusätzlich werden alle anderen Feinde ebenfalls mit dem Debuff belegt, nachdem deine Relikte einen Feind mit einem Debuff belegt haben.",TERM:Debuff->Schwächung,,
1307,"Buffs granted by your creatures' Relics last forever. In addition, after your Relics give one of your creatures a buff, they grant all your other creatures that buff as well.","Verbesserungen, die durch die Relikte deiner Kreaturen gewährt werden, halten ewig an. Zusätzlich gewähren deine Relikte, nachdem sie einer deiner Kreaturen eine Verbesserung gegeben haben, allen deinen anderen Kreaturen ebenfalls diese Verbesserung.",TERM:Buff->Stärkung,,
1313,"Your creatures have a 1% chance (up to 35%) to avoid debuffs for every 3 ranks their Relics have. If your creatures' Relics are Rank 150 or more, they are resistant to debuffs.","Deine Kreaturen haben eine 1%ige Chance (bis zu 35%), Debuffs zu vermeiden, für jeweils 3 Ränge ihrer Relikte. Wenn die Relikte deiner Kreaturen Rang 150 oder höher sind, sind sie resistent gegen Debuffs.",TOKEN_MISMATCH,,
