line,english,german,issues,reviewed,replacement
190,"Several traits, perks, and other effects activate at the start of battle. These effects are executed in the following order:\n\n1) Traits are granted, then shared with other creatures if applicable.\n2) Classes and races are changed.\n3) Spell Gems are granted.\n4) Buffs, debuffs, and minions are granted.\n5) Stats are increased.\n6) Stats are decreased.\n7) The battle starts.\n8) Creatures attack.\n9) Creatures cast spells.\n\nNote that the battle only truly starts at #6. This means that, for example, on-buff effects won't activate at the start of battle.","Mehrere Eigenschaften, Vorteile und andere Effekte werden zu Beginn des Kampfes aktiviert. Diese Effekte werden in der folgenden Reihenfolge ausgeführt:\n\n1) Eigenschaften werden gewährt und dann mit anderen Kreaturen geteilt, falls zutreffend.\n2) Klassen und Rassen werden geändert.\n3) Zauber-Edelsteine werden gewährt.\n4) Buffs, Debuffs und Diener werden gewährt.\n5) Werte werden erhöht.\n6) Werte werden verringert.\n7) Der Kampf beginnt.\n8) Kreaturen greifen an.\n9) Kreaturen wirken Zauber.\n\nBeachte, dass der Kampf erst bei #6 wirklich beginnt. Das bedeutet zum Beispiel, dass Buff-Effekte nicht zu Beginn des Kampfes aktiviert werden.",TERM:Traits->Merkmale; TERM:Spell Gems->Zaubersteine,,
191,"Creatures can attack, cast, receive buffs/debuffs/minions, gain stats, lose stats, take damage, and receive healing a maximum of 15 times per turn, or 5 times per turn when Calm Mode is enabled.\n\nEach creature can only resurrect up to 10 times per battle, or 5 times when Calm Mode is enabled.\n\nEach creature can gain a maximum of 10 traits in battle, or 3 traits when Calm Mode is enabled.\n\nRelics do not count against limits for buffs/debuffs/minions, stats gained, stats lost, times damage was taken, or times healing was received.","Kreaturen können pro Runde maximal 15 Mal angreifen, zaubern, Buffs/Debuffs/Lakaien erhalten, Statuswerte gewinnen, Statuswerte verlieren, Schaden nehmen und Heilung empfangen, oder 5 Mal pro Runde, wenn der Ruhige Modus aktiviert ist.\n\nJede Kreatur kann pro Kampf maximal 10 Mal wiederbelebt werden, oder 5 Mal, wenn der Ruhige Modus aktiviert ist.\n\nJede Kreatur kann im Kampf maximal 10 Eigenschaften erhalten, oder 3 Eigenschaften, wenn der Ruhige Modus aktiviert ist.\n\nRelikte zählen nicht gegen die Limits für Buffs/Debuffs/Lakaien, gewonnene Statuswerte, verlorene Statuswerte, erlittenen Schaden oder erhaltene Heilung.",TERM:Traits->Merkmale,,
192,"Creatures' stats cannot fall below 20% of the amount they started the battle with. In addition, creatures will gain a diminished amount of stats after these values reach 500% of their base amounts.\n\nWhen a creature performs an action in battle, all subsequent actions are processed at the same exact time. However, they are displayed to you one at a time to make them easier to read.\n\nPress and hold {KEYF} in battle to view additional information, such as the current Realm Properties, the duration of creatures' buffs and debuffs, the number of minion stacks each creature has, and much more.\n\nIf a trait description says the trait doesn't stack, that means you should try to only have one copy of this trait in your party because multiple copies of it won't be fully effective, if at all.\n\nBosses are immune to instant-kill effects, but take damage equal to 20% of their Missing {STAT_health} when this would happen instead.","Die Werte von Kreaturen können nicht unter 20% des Betrags fallen, mit dem sie den Kampf begonnen haben. Außerdem erhalten Kreaturen eine verringerte Menge an Werten, nachdem diese Werte 500% ihrer Basiswerte erreicht haben.\n\nWenn eine Kreatur eine Aktion im Kampf ausführt, werden alle nachfolgenden Aktionen zur exakt gleichen Zeit verarbeitet. Sie werden dir jedoch nacheinander angezeigt, um sie leichter lesbar zu machen.\n\nDrücke und halte {KEYF} im Kampf, um zusätzliche Informationen anzuzeigen, wie die aktuellen Reichseigenschaften, die Dauer der Buffs und Debuffs der Kreaturen, die Anzahl der Schergen-Stapel jeder Kreatur und vieles mehr.\n\nWenn eine Eigenschaftsbeschreibung besagt, dass die Eigenschaft nicht stapelbar ist, bedeutet das, dass du versuchen solltest, nur eine Kopie dieser Eigenschaft in deiner Gruppe zu haben, da mehrere Kopien davon nicht vollständig wirksam sein werden, wenn überhaupt.\n\nBosse sind immun gegen Soforttod-Effekte, erleiden aber stattdessen Schaden in Höhe von 20% ihres fehlenden {STAT_health}, wenn dies geschehen würde.",TERM:Minion->Diener,,
193,"You can hold down {KEYE}, {KEYQ}, and {KEYF} for several seconds in battle to forfeit at any time as long as the battle menu isn't visible.\n\nWhen a boss would be forced to move to the bottom of the {TIMELINE}, they are instead moved down 1 position only.\n\nMost effects that provide damage reduction cap at 80% reduction unless stated otherwise.\n\nThe following traits have no effect for enemies that have them equipped: {1}","Du kannst {KEYE}, {KEYQ} und {KEYF} im Kampf für einige Sekunden gedrückt halten, um jederzeit aufzugeben, solange das Kampfmenü nicht sichtbar ist.\\n\\nWenn ein Boss gezwungen wäre, sich ans Ende der {TIMELINE} zu bewegen, wird er stattdessen nur um 1 Position nach unten verschoben.\\n\\nDie meisten Effekte, die Schadensreduzierung gewähren, sind auf 80% Reduzierung begrenzt, sofern nicht anders angegeben.\\n\\nDie folgenden Eigenschaften haben keine Wirkung für Gegner, die sie ausgerüstet haben: {1}",TERM:Traits->Merkmale,,
200,"Cards are extremely rare items that have a chance to drop from enemy creatures after battle. Each Card is part of a ""Card Set"", and when you collect enough Cards in a Card Set, your creatures will receive a passive bonus in battle. There is a Card for every single creature in Rodia.\n\nYou can view all the Cards you've collected, as well as the bonuses you've unlocked for them, by selecting the [menu_cards] Cards option from the main menu.\n\nNote that while you can collect duplicate Cards, they only offer the additional stat bonuses they'd normally grant, and do not contribute to Card Set Bonuses.","Karten sind extrem seltene Gegenstände, die nach einem Kampf mit einer gewissen Wahrscheinlichkeit von feindlichen Kreaturen fallen gelassen werden können. Jede Karte ist Teil eines ""Karten-Sets",TOKEN_MISMATCH,,
202,"Creatures are the main focus of the game. Your primary task in Siralim Ultimate is to collect creatures, equip and enhance them with powerful effects, and use them in battle to defeat enemies.\n\nEach creature has a trait and set of stats that makes them unique compared to all other creatures.\n\nNo one creature is necessarily more powerful than another, as each one can be useful in different circumstances.","Kreaturen sind der Hauptfokus des Spiels. Deine primäre Aufgabe in Siralim Ultimate ist es, Kreaturen zu sammeln, sie mit mächtigen Effekten auszustatten und zu verbessern und sie im Kampf einzusetzen, um Feinde zu besiegen.\n\nJede Kreatur hat eine Eigenschaft und eine Reihe von Werten, die sie im Vergleich zu allen anderen Kreaturen einzigartig machen.\n\nKeine Kreatur ist zwangsläufig mächtiger als eine andere, da jede unter verschiedenen Umständen nützlich sein kann.",TERM:Trait->Merkmal,,
211,"Each creature has a unique, innate trait that changes the way it fights in battle.\n\nWhen you fuse two creatures together, the offspring inherits both of its parents' traits.\n\nCreatures can gain an additional trait by socketing its Artifact's Trait Slot.","Jedes Wesen besitzt eine einzigartige, angeborene Eigenschaft, die seine Kampfweise im Gefecht verändert.\n\nWenn du zwei Wesen miteinander verschmilzt, erbt der Nachwuchs die Eigenschaften beider Eltern.\n\nWesen können eine zusätzliche Eigenschaft erhalten, indem sie den Eigenschaftsplatz ihres Artefakts bestücken.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen; TERM:Trait->Merkmal; TERM:Traits->Merkmale,,
212,"Each creature belongs to a ""race"". There are usually around 6 creatures in a race, and their class, traits, and stat lines tend to synergize with each other.\n\nIf you're new to Siralim Ultimate and aren't sure how to build a strong team, consider making a team of creatures that all belong to the same race until you learn more about the game.","Jedes Wesen gehört einer ""Rasse"" an. Es gibt normalerweise etwa 6 Wesen in einer Rasse, und ihre Klasse, Eigenschaften und Statuswerte neigen dazu, miteinander zu harmonieren.\n\nWenn du neu in Siralim Ultimate bist und nicht sicher bist, wie du ein starkes Team zusammenstellst, solltest du in Erwägung ziehen, ein Team aus Wesen zu bilden, die alle derselben Rasse angehören, bis du mehr über das Spiel gelernt hast.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen; TERM:Traits->Merkmale,,
213,"Each creature belongs to one of five classes: {CLASS_Chaos}, {CLASS_Death}, {CLASS_Life}, {CLASS_Nature}, or {CLASS_Sorcery}.\n\nWhen one of your creatures deals damage to an enemy, the damage is increased if your creature's class is strong against that of the enemy.\n\nWhen you target an enemy, you'll see an indicator that shows if an enemy is strong or weak against your creature's class. For that reason, you shouldn't worry too much about memorizing which class is strong or weak against another.","Jedes Wesen gehört einer von fünf Klassen an: {CLASS_Chaos}, {CLASS_Death}, {CLASS_Life}, {CLASS_Nature} oder {CLASS_Sorcery}.\n\nWenn eines deiner Wesen einem Feind Schaden zufügt, wird der Schaden erhöht, wenn die Klasse deines Wesens stark gegen die des Feindes ist.\n\nWenn du einen Feind anvisierst, siehst du einen Indikator, der anzeigt, ob ein Feind stark oder schwach gegen die Klasse deines Wesens ist. Aus diesem Grund musst du dir nicht zu viele Gedanken darüber machen, welche Klasse gegen eine andere stark oder schwach ist.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
214,"You can Fuse two creatures together to create a new one.\n\nThe offspring inherits the average base stats of both parents, as well as both of their traits. In addition, the resulting creature will inherit the class of the secondary parent.\n\nAesthetically, the offspring will inherit the body of the primary parent and the color palette of the secondary parent. There are several different color combinations for you to choose from with each Fusion, so choose the one you think looks best!","Du kannst zwei Kreaturen miteinander verschmelzen, um eine neue zu erschaffen.\n\nDer Nachwuchs erbt die durchschnittlichen Basiswerte beider Eltern sowie beide ihrer Eigenschaften. Außerdem übernimmt die resultierende Kreatur die Klasse des zweiten Elternteils.\n\nVom Aussehen her erbt der Nachwuchs den Körper des ersten Elternteils und die Farbpalette des zweiten Elternteils. Bei jeder Fusion stehen dir verschiedene Farbkombinationen zur Auswahl, also wähle die, die deiner Meinung nach am besten aussieht!",TERM:Traits->Merkmale,,
220,"Each god has a corresponding Relic for you to unlock. Relics can be upgraded with Piety. As a Relic's rank increases, it will confer a stronger stat bonus to the creature it is attuned to. In addition, every 10 ranks (up to rank 100) grant the attuned creature an additional perk. You can continue to upgrade a Relic past rank 100, but only its stat bonus will increase.","Jeder Gott hat eine entsprechende Reliquie, die du freischalten kannst. Reliquien können mit Frömmigkeit aufgewertet werden. Mit steigendem Rang einer Reliquie gewährt sie dem Wesen, mit dem sie verbunden ist, einen stärkeren Statusbonus. Zusätzlich erhält das verbundene Wesen alle 10 Ränge (bis Rang 100) einen zusätzlichen Vorteil. Du kannst eine Reliquie über Rang 100 hinaus aufwerten, aber nur ihr Statusbonus wird sich erhöhen.",TERM:Creature->Kreatur,,
223,"At a certain point during the main storyline, you will unlock the ability to encounter Rodian Creature Masters in realms. They can only be found at your highest-ever Realm Depth, and after you defeat a Master at a certain Realm Depth, you won't encounter one at that depth ever again.\n\nThere is a Master for each creature race. Each Master has a group of creatures that primarily belongs to that Master's respective race. You can challenge these Masters to a fight, and if you win, you'll earn several powerful rewards. In addition, your Mastery over that race will increase.\n\nEach Master has an exclusive trait that you won't find anywhere else. At the start of battle, each of the Master's creatures will gain this trait, making the fight much more difficult than normal. All of a Master's creatures will have their races changed to that of the Master's race as well.","An einem bestimmten Punkt der Haupthandlung schaltest du die Fähigkeit frei, Rodianische Kreaturenmeister in Reichen zu begegnen. Sie können nur in deiner höchsten jemals erreichten Reichtiefe gefunden werden, und nachdem du einen Meister in einer bestimmten Reichtiefe besiegt hast, wirst du dort nie wieder auf einen treffen.\n\nEs gibt einen Meister für jede Kreaturenrasse. Jeder Meister hat eine Gruppe von Kreaturen, die hauptsächlich zu der jeweiligen Rasse des Meisters gehören. Du kannst diese Meister zu einem Kampf herausfordern, und wenn du gewinnst, erhältst du mehrere mächtige Belohnungen. Zusätzlich wird deine Meisterschaft über diese Rasse erhöht.\n\nJeder Meister besitzt eine exklusive Eigenschaft, die du nirgendwo sonst finden wirst. Zu Beginn des Kampfes erhalten alle Kreaturen des Meisters diese Eigenschaft, was den Kampf deutlich schwieriger als normal macht. Alle Kreaturen eines Meisters werden außerdem in die Rasse des Meisters umgewandelt.",TERM:Trait->Merkmal,,
225,"In addition to earning Mastery, you can earn plenty of other rewards by defeating Masters as well.\n\nEach Master has a unique trait that corresponds to their race. You can obtain a Trait Material for this trait after you defeat a Master the first time. Each time you defeat a Master after that, you will have a chance to obtain more of these materials as well.\n\nEach Master has a unique costume they're wearing. You can obtain this costume after you defeat a Master 5 times.\n\nAfter you defeat a Master 10 times, you can use the Transmogrify option at the Enchanted Wardrobe in your castle to give your character the appearance of any creature in your Bestiary that belongs to that Master's race.\n\nAll Masters have associated Achievements.\n\nLastly, all Masters drop a significant amount of random treasure.","Zusätzlich zum Erwerb von Meisterschaft kannst du auch viele andere Belohnungen erhalten, indem du Meister besiegst.\n\nJeder Meister hat eine einzigartige Eigenschaft, die seiner Rasse entspricht. Du kannst ein Eigenschaftsmaterial für diese Eigenschaft erhalten, nachdem du einen Meister zum ersten Mal besiegst. Jedes Mal, wenn du einen Meister danach besiegst, hast du die Chance, mehr von diesen Materialien zu erhalten.\n\nJeder Meister trägt ein einzigartiges Kostüm. Du kannst dieses Kostüm erhalten, nachdem du einen Meister 5 Mal besiegt hast.\n\nNachdem du einen Meister 10 Mal besiegt hast, kannst du die Transmogrifizieren-Option am Verzauberten Kleiderschrank in deinem Schloss nutzen, um deinem Charakter das Aussehen jeder Kreatur in deinem Bestiarium zu verleihen, die zur Rasse dieses Meisters gehört.\n\nAlle Meister haben zugehörige Erfolge.\n\nZu guter Letzt lassen alle Meister eine beträchtliche Menge an zufälligen Schätzen fallen.",TERM:Trait->Merkmal,,
229,"After you defeat a god, you will obtain some of its Mana. After you acquire 100% Mana, you can summon that god's Avatar to join your party just like a normal creature. You can also use your Mana to upgrade your existing Avatar creatures at the Godforge.\n\nEach Avatar has a unique trait along with an exclusive Ultimate Spell. Ultimate Spells are extremely powerful spells that have only 1 Charge, but this Charge regenerates after each battle.\n\nYou can only have 1 Avatar in your party at a time.","Nachdem du einen Gott besiegst, erhältst du etwas von seinem Mana. Nachdem du 100% Mana erworben hast, kannst du den Avatar dieses Gottes beschwören, der deiner Gruppe beitritt, genau wie eine normale Kreatur. Du kannst dein Mana auch verwenden, um deine vorhandenen Avatar-Kreaturen an der Gottesschmiede zu verbessern.\n\nJeder Avatar hat eine einzigartige Eigenschaft sowie einen exklusiven Ultimativen Zauber. Ultimative Zauber sind extrem mächtige Zauber, die nur 1 Ladung haben, aber diese Ladung regeneriert sich nach jedem Kampf.\n\nDu kannst nur 1 Avatar gleichzeitig in deiner Gruppe haben.",TERM:Trait->Merkmal,,
236,"Starting at Realm Depth 70 and continuing for every 5 Realm Depths beyond that, you will find portals that lead to powerful Nether Bosses. In total, there are 35 different bosses for you to fight. After you defeat all 35 bosses, their difficulty tier will increase and you'll be able to fight even stronger versions of these bosses again. There are three tiers of difficulty for each Nether Boss.\n\nAfter you defeat your first Nether Boss, you'll unlock an NPC called the Nethermancer who can be placed in your castle. As you continue to defeat Nether Bosses, you'll unlock new items to buy from the Nethermancer. Lastly, Nether Bosses drop keys that allow you to fight at the Gate of the Gods. The higher your Realm Instability, the more keys you will receive.\n\nYou'll fight your next Nether Boss at Realm Depth {1}. The rest of this section of the Codex reveals the traits of each Nether Boss.","Ab Reichtiefe 70 und dann alle 5 Reichtiefen danach findest du Portale, die zu mächtigen Nether-Bossen führen. Insgesamt gibt es 35 verschiedene Bosse, gegen die du kämpfen kannst. Nachdem du alle 35 Bosse besiegt hast, erhöht sich ihre Schwierigkeitsstufe und du kannst gegen noch stärkere Versionen dieser Bosse antreten. Es gibt drei Schwierigkeitsstufen für jeden Nether-Boss.\n\nNachdem du deinen ersten Nether-Boss besiegt hast, schaltest du einen NPC namens Nethermant frei, der in deiner Burg platziert werden kann. Wenn du weiterhin Nether-Bosse besiegst, schaltest du neue Gegenstände frei, die du vom Nethermant kaufen kannst. Außerdem lassen Nether-Bosse Schlüssel fallen, die dir erlauben, am Tor der Götter zu kämpfen. Je höher deine Reichinstabilität ist, desto mehr Schlüssel erhältst du.\n\nDu wirst deinen nächsten Nether-Boss bei Reichtiefe {1} bekämpfen. Der Rest dieses Abschnitts des Kodex enthüllt die Eigenschaften jedes Nether-Bosses.",TERM:Traits->Merkmale,,
239,"When one of your creatures damages an enemy, some of that damage is reflected back to your creature.","Wenn eines deiner Wesen einem Feind Schaden zufügt, wird ein Teil dieses Schadens auf dein Wesen zurückgeworfen.",TERM:Creature->Kreatur; TERM:Creatures->Kreaturen,,
