line,english,german,issues,reviewed,replacement
1036,"The Arena allows you to draft a team of 6 creatures to fight for you in 5 consecutive battles. The more battles you win, the more Arena Points you'll earn!\n\nInstead of using your own creatures to fight, you'll draft 6 new creatures from a randomized pool that is offered to you. These creatures are level 100 and have random Spell Gems.\n\nYour new team will fight against up to 5 opponents (each with 6 creatures), and each opponent will be more difficult than the last.\n\nWhen you win battles in the Arena, you'll earn [menu_glory] Glory based on your performance. You can exchange this currency for items which you won't find anywhere else!","Die Arena ermöglicht es dir, ein Team aus 6 Kreaturen zusammenzustellen, die in 5 aufeinanderfolgenden Kämpfen für dich antreten. Je mehr Kämpfe du gewinnst, desto mehr Arena-Punkte erhältst du!\n\nAnstatt deine eigenen Kreaturen kämpfen zu lassen, stellst du 6 neue Kreaturen aus einem zufälligen Pool zusammen, der dir angeboten wird. Diese Kreaturen sind Stufe 100 und besitzen zufällige Zauber-Edelsteine.\n\nDein neues Team kämpft gegen bis zu 5 Gegner (jeder mit 6 Kreaturen), und jeder Gegner wird schwieriger sein als der vorherige.\n\nWenn du Kämpfe in der Arena gewinnst, erhältst du [menu_glory] Ruhm basierend auf deiner Leistung. Du kannst diese Währung gegen Gegenstände eintauschen, die du nirgendwo sonst finden wirst!",TERM:Spell Gems->Zaubersteine,,
1039,"You can set the default battle command for each of your creatures. This is called a ""Strategy"". Strategies ensure that you don't need to toggle down to commands like [battle_defend] Defend at the start of every battle.\n\nTo set a creature's Strategy, press {KEYQ} to open the menu, select [menu_creatures] Creatures, choose the creature you want to set a Strategy for, then choose [menu_strategy] Strategy.\n\nSimilarly, you can determine a creature's default Spell Gem selection by opening that creature's Spell Gems menu and choosing [menu_defaultgem] Make default selection.","Du kannst den Standard-Kampfbefehl für jede deiner Kreaturen festlegen. Dies wird als ""Strategie"" bezeichnet. Strategien stellen sicher, dass du zu Beginn jedes Kampfes nicht zu Befehlen wie [battle_defend] Verteidigen wechseln musst.\n\nUm die Strategie einer Kreatur festzulegen, drücke {KEYQ}, um das Menü zu öffnen, wähle [menu_creatures] Kreaturen, wähle die Kreatur, für die du eine Strategie festlegen möchtest, und dann wähle [menu_strategy] Strategie.\n\nÄhnlich kannst du die Standard-Zauberstein-Auswahl einer Kreatur bestimmen, indem du das Zauberstein-Menü dieser Kreatur öffnest und [menu_defaultgem] Als Standardauswahl festlegen wählst.",TERM:Spell Gems->Zaubersteine,,
1042,"Powerful Nemesis Creatures now inhabit the realms of Rodia!\n\nYou'll know when you're about to fight a pack of Nemesis Creatures because they'll have a bit of text hovering over them in the overworld. That text gives you a clue about what bonuses the enemies in the pack will have in battle. For example, ""Thorns"" means that some of the damage your creatures deal to the enemies will be reflected back on them.\n\nNemesis Creatures drop treasure, as well as additional experience points and resources.","Mächtige Nemesis-Kreaturen bewohnen nun die Reiche von Rodia!\n\nDu wirst wissen, wann du gegen eine Gruppe von Nemesis-Kreaturen kämpfen wirst, weil über ihnen in der Oberwelt ein kurzer Text schwebt. Dieser Text gibt dir einen Hinweis darauf, welche Boni die Feinde in der Gruppe im Kampf haben werden. Zum Beispiel bedeutet ""Dornen",TOKEN_MISMATCH,,
1043,"From now on, you will encounter a Rodian Creature Master in each realm you visit as long as that realm is at your highest-ever depth.\n\nMasters are powerful foes who you can challenge to a duel in order to win valuable items. There is a Master for each creature race. Rewards include trait materials, costumes, achievements, and Mastery. Mastery increases the power of your creatures that belong to that Master's race, and gives your other creatures an advantage when fighting enemies in the wild that belong to that race.\n\nFor more information, please see the Codex.","Von nun an wirst du in jedem Reich, das du besuchst, einem Rodianischen Kreaturmeister begegnen, solange dieses Reich auf deiner höchsten jemals erreichten Tiefe liegt.\n\nMeister sind mächtige Gegner, die du zu einem Duell herausfordern kannst, um wertvolle Gegenstände zu gewinnen. Es gibt einen Meister für jede Kreaturenrasse. Zu den Belohnungen gehören Eigenschaftsmaterialien, Kostüme, Erfolge und Meisterschaft. Meisterschaft erhöht die Stärke deiner Kreaturen, die zur Rasse dieses Meisters gehören, und gibt deinen anderen Kreaturen einen Vorteil, wenn sie in der Wildnis gegen Feinde kämpfen, die zu dieser Rasse gehören.\n\nWeitere Informationen findest du im Kodex.",TERM:Trait->Merkmal,,
1166,"Rhea:\nGreetings, {PLAYERNAME}! I can craft and enchant Spell Gems for your creatures to use in battle.\n\nWhat would you like to do?","Rhea:\nSei gegrüßt, {PLAYERNAME}! Ich kann Zauberedelsteine für deine Kreaturen herstellen und verzaubern, die sie im Kampf einsetzen können.\n\nWas möchtest du tun?",TERM:Spell Gems->Zaubersteine,,
1167,Craft: Create a new Spell Gem.,Handwerk: Erschaffe einen neuen Zauberedelstein.,TERM:Spell Gem->Zauberstein,,
1169,Disenchant: Remove an existing property from a Spell Gem.,Entzaubern: Entferne eine vorhandene Eigenschaft von einem Zauberedelstein.,TERM:Spell Gem->Zauberstein,,
1186,"Castor:\nThe resulting creature will inherit the averaged stats and experience points of both of its parents, along with both of its parents' innate traits!","Castor:\nDie resultierende Kreatur erbt die gemittelten Werte und Erfahrungspunkte beider Elternteile, zusammen mit den angeborenen Eigenschaften beider Eltern!",TERM:Traits->Merkmale,,
1206,"Release: Send one of my creatures back into the wild, never to be heard from again.","Freilassen: Eines meiner Wesen zurück in die Wildnis entlassen, um nie wieder von ihm zu hören.",TERM:Creatures->Kreaturen,,
1210,Remove Spell Gems from all creatures at the Menagerie.,Entferne Zauberedelsteine von allen Kreaturen in der Menagerie.,TERM:Spell Gems->Zaubersteine,,
1211,Remove Spell Gems from all creatures at the Menagerie that aren't in a Menagerie Group.,"Entferne Zauberedelsteine von allen Kreaturen in der Menagerie, die nicht in einer Menagerie-Gruppe sind.",TERM:Spell Gems->Zaubersteine,,
1223,Your creatures' Spell Gems have been added to your inventory!,Deine Kreaturen-Zauberedelsteine wurden deinem Inventar hinzugefügt!,TERM:Spell Gems->Zaubersteine,,
1224,None of your creatures at the Menagerie have a Spell Gem equipped.,Keines deiner Wesen in der Menagerie hat einen Zauberstein ausgerüstet.,TERM:Creatures->Kreaturen,,
1232,"The Refinery allows you to salvage your unwanted Artifacts, Spell Gems, and Nether Stones into various currencies.\n\nYou can also convert your resources into different ones.","Die Raffinerie ermöglicht es dir, unerwünschte Artefakte, Zauberedelsteine und Nethersteine in verschiedene Währungen umzuwandeln.\n\nDu kannst auch deine Ressourcen in andere umwandeln.",TERM:Spell Gems->Zaubersteine,,
1234,Grind: Destroy a Spell Gem and gain some resources.,Mahlen: Zerstöre einen Zauberedelstein und erhalte einige Ressourcen.,TERM:Spell Gem->Zauberstein,,
1244,{1}% Minion Damage,{1}% Schergen-Schaden,TERM:Minion->Diener,,
1303,Trait: {1},Eigenschaft: {1},TERM:Trait->Merkmal,,
1307,(Empty Trait Slot),(Leerer Eigenschaftsplatz),TERM:Trait->Merkmal,,
1341,[realmprop_e_copygems] Copy Your Spell Gems,[realmprop_e_copygems] Kopiere deine Zauber-Edelsteine,TERM:Spell Gems->Zaubersteine,,
1342,[realmprop_e_copytraits] Copy Your Traits,[realmprop_e_copytraits] Kopiere deine Eigenschaften,TERM:Traits->Merkmale,,
1343,[realmprop_e_extratraits] Extra Traits: {1},[realmprop_e_extratraits] Zusätzliche Eigenschaften: {1},TERM:Traits->Merkmale,,
1370,[realmprop_e_minion] Minion: {1},[realmprop_e_minion] Lakai: {1},TERM:Minion->Diener,,
1376,[realmprop_f_notraitgain] Maximum Extra Traits: {1},[realmprop_f_notraitgain] Maximale zusätzliche Eigenschaften: {1},TERM:Traits->Merkmale,,
1416,this creature,dieses Wesen,TERM:Creature->Kreatur,,
1494,trait: {1},Eigenschaft: {1},TERM:Trait->Merkmal,,
1495,!trait: {1},!trait: {1},TERM:Trait->Merkmal,,
1523,At least one creatures on one side must match the condition or it'll fail,"Mindestens ein Wesen auf einer Seite muss die Bedingung erfüllen, sonst schlägt es fehl",TERM:Creatures->Kreaturen,,
1533,"Gem was found, but the creature can't cast it (Trait)","Edelstein wurde gefunden, aber die Kreatur kann ihn nicht wirken (Eigenschaft)",TERM:Trait->Merkmal,,
1580,Innate Trait:,Angeborene Eigenschaft:,TERM:Trait->Merkmal,,
1581,Fused Trait:,Fusionierte Eigenschaft:,TERM:Trait->Merkmal,,
1583,Trait Slot:,Eigenschaftsplatz:,TERM:Trait->Merkmal,,
1584,Spell Gems:,Zauber-Edelsteine:,TERM:Spell Gems->Zaubersteine,,
1598,"Cabalists can conjure Spell Gems out of thin air to be used by their creatures at any given moment. These magi prefer to employ high-risk, high-reward battle strategies to ensure their victory.","Kabalisten können Zauberedelsteine aus dem Nichts beschwören, die von ihren Kreaturen jederzeit eingesetzt werden können. Diese Magier bevorzugen riskante Kampfstrategien mit hoher Belohnung, um ihren Sieg zu sichern.",TERM:Spell Gems->Zaubersteine,,
1608,"Grovetenders take great pride in their Herbling companions, strongly preferring to focus the bulk of their efforts on this prized creature over all the others. This peculiar mage knows just the right techniques to bring out her Herbling's full potential as it transforms rapidly in combat to wreak havoc on its foes.","Hainwächter sind sehr stolz auf ihre Kräutling-Gefährten und ziehen es bei weitem vor, den Großteil ihrer Bemühungen auf diese geschätzten Wesen zu konzentrieren, anstatt auf alle anderen. Dieser eigentümliche Magier kennt genau die richtigen Techniken, um das volle Potenzial seines Kräutlings zu entfalten, während es sich im Kampf rasch verwandelt, um unter seinen Feinden Verwüstung anzurichten.",TERM:Creature->Kreatur,,
1638,"As a Druid, you'll probably only want to have one (or up to four, later on) creatures in your party. Your creatures will gain massive benefits for being part of a smaller party.","Als Druide wirst du wahrscheinlich nur ein (oder später bis zu vier) Wesen in deiner Gruppe haben wollen. Deine Wesen erhalten enorme Vorteile, wenn sie Teil einer kleineren Gruppe sind.",TERM:Creatures->Kreaturen,,
1645,"As a Fanatic, you'll be able to take additional Avatar creatures with you on your journey and empower them and their Ultimate Spell Gems with potent magic. Fanatics also make use of Godspawn creatures and create powerful synergies between them and their Avatar allies.",Als Fanatiker kannst du zusätzliche Avatar-Kreaturen auf deine Reise mitnehmen und sie sowie ihre Ultimativen Zauberedelsteine mit mächtiger Magie verstärken. Fanatiker nutzen auch Gottesbrut-Kreaturen und erschaffen starke Synergien zwischen ihnen und ihren Avatar-Verbündeten.,TERM:Spell Gems->Zaubersteine,,
1665,"As an Engineer, you'll strap bombs to enemies and blow them to bits. The Engineer is also accompanied by their greatest invention: the Minibot minion!",Als Ingenieur befestigst du Bomben an Feinden und sprengst sie in Stücke. Der Ingenieur wird auch von seiner größten Erfindung begleitet: dem Minibot-Gehilfen!,TERM:Minion->Diener,,
1667,"As a Deprived, you'll lose access to your most significant sources of power, including Fused traits, Avatar creatures, and Relic effects. This is a Challenge Specialization, and it will not appear at the Goblet of Trials after you unlock it.","Als Entbehrter verlierst du den Zugang zu deinen wichtigsten Machtquellen, einschließlich Verschmolzener Eigenschaften, Avatar-Kreaturen und Relikt-Effekten. Dies ist eine Herausforderungs-Spezialisierung und wird nicht am Kelch der Prüfungen erscheinen, nachdem du sie freigeschaltet hast.",TERM:Traits->Merkmale,,
1680,Kill Life Creatures,Töte Lebewesen,TERM:Creatures->Kreaturen,,
1682,Kill Sorcery Creatures,Töte Zauberwesen,TERM:Creatures->Kreaturen,,
1695,Gather Trait Materials,Sammle Eigenschaftsmaterialien,TERM:Trait->Merkmal,,
1742,Gather Trait Materials from any source of loot.,Sammle Eigenschaftsmaterialien aus jeder Beutequelle.,TERM:Trait->Merkmal,,
1916,The bearer can equip {CLASS_Chaos} Spell Gems.,Der Träger kann {CLASS_Chaos}-Zauberedelsteine ausrüsten.,TERM:Spell Gems->Zaubersteine,,
1918,The bearer can equip {CLASS_Life} Spell Gems.,Der Träger kann {CLASS_Life} Zauberedelsteine ausrüsten.,TERM:Spell Gems->Zaubersteine,,
1920,The bearer can equip {CLASS_Nature} Spell Gems.,Der Träger kann {CLASS_Nature} Zauberedelsteine ausrüsten.,TERM:Spell Gems->Zaubersteine,,
1922,The bearer can equip {CLASS_Death} Spell Gems.,Der Träger kann {CLASS_Death} Zauberedelsteine ausrüsten.,TERM:Spell Gems->Zaubersteine,,
1924,The bearer can equip {CLASS_Sorcery} Spell Gems.,Der Träger kann {CLASS_Sorcery}-Zauberedelsteine ausrüsten.,TERM:Spell Gems->Zaubersteine,,
2001,"If the bearer has {ACTION_cast} spells at least 5 times in the current battle, its Spell Gems do not consume any {STAT_charges}.","Wenn der Träger im aktuellen Kampf mindestens 5 Mal {ACTION_cast} Zauber gewirkt hat, verbrauchen seine Zauberedelsteine keine {STAT_charges}.",TERM:Spell Gems->Zaubersteine,,
2018,The bearer deals 5% more damage for each minion stack it has.,"Der Träger verursacht 5% mehr Schaden für jeden Schergen-Stapel, den er besitzt.",TERM:Minion->Diener,,
2020,The bearer takes 3% less damage for each minion stack it has.,"Der Träger erleidet 3% weniger Schaden für jeden Schergen-Stapel, den er besitzt.",TERM:Minion->Diener,,
2027,"At the start of battle, the bearer gains 5 random Spell Gems, one from each class.","Zu Beginn des Kampfes erhält der Träger 5 zufällige Zauber-Edelsteine, einen von jeder Klasse.",TERM:Spell Gems->Zaubersteine,,
2028,"At the start of battle, the bearer gains a random trait that belongs to its race.","Zu Beginn des Kampfes erhält der Träger eine zufällige Eigenschaft, die seiner Rasse angehört.",TERM:Trait->Merkmal,,
2044,"The bearer has a 100% chance to avoid damage, minus 10% for each time this effect has activated in the current battle.","Der Träger hat eine 100%ige Chance, Schaden zu vermeiden, abzüglich 10% für jedes Mal, wenn dieser Effekt im aktuellen Kampf aktiviert wurde.",TOKEN_MISMATCH,,
2071,"If the bearer has {ACTION_attacked} at least 5 times in the current battle, its Spell Gems do not consume any {STAT_charges}.","Wenn der Träger im aktuellen Kampf mindestens 5 Mal {ACTION_attacked} hat, verbrauchen seine Zaubergems keine {STAT_charges}.",TERM:Spell Gems->Zaubersteine,,
2083,You can now upgrade your Spell Gems to an even higher Tier than before!,Du kannst jetzt deine Zauberedelsteine auf eine noch höhere Stufe als zuvor aufwerten!,TERM:Spell Gems->Zaubersteine,,
2194,Creature gains an additional trait.,Kreatur erhält eine zusätzliche Eigenschaft.,TERM:Trait->Merkmal,,
2242,[boost_etherealgem] +1 Ethereal Spell Gems,[boost_etherealgem] +1 Ätherische Zauberedelsteine,TERM:Spell Gems->Zaubersteine,,
